v ATLAS
# This file was created by ATLAS version 5.26.1.R on Thu Apr 19 17:03:38 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 7 210 76 75 205 79 78 206
d   1.700000e+00  1.000000e+21  4.477732e+00  1.000000e+21  7.038739e+14  1.234098e+15  1.937972e+15
d   1.700000e+00  1.000000e+21  4.477732e+00  1.000000e+21  7.038739e+14  1.234098e+15  1.937972e+15
d   1.665306e+00  6.091889e+20  4.143505e+01  6.091889e+20  9.398449e+14  3.390797e+15  4.330642e+15
d   1.665306e+00  6.091889e+20  4.143505e+01  6.091889e+20  9.398449e+14  3.390797e+15  4.330642e+15
d   1.630612e+00  3.711112e+20  3.610276e+02  3.711112e+20  1.254924e+15  8.772366e+15  1.002729e+16
d   1.630612e+00  3.711112e+20  3.610276e+02  3.711112e+20  1.254924e+15  8.772366e+15  1.002729e+16
d   1.595918e+00  2.260768e+20  2.961936e+03  2.260768e+20  1.675633e+15  2.136950e+16  2.304513e+16
d   1.595918e+00  2.260768e+20  2.961936e+03  2.260768e+20  1.675633e+15  2.136950e+16  2.304513e+16
d   1.561224e+00  1.377235e+20  2.288093e+04  1.377235e+20  2.237382e+15  4.901565e+16  5.125303e+16
d   1.561224e+00  1.377235e+20  2.288093e+04  1.377235e+20  2.237382e+15  4.901565e+16  5.125303e+16
d   1.526531e+00  8.389963e+19  1.664310e+05  8.389963e+19  2.987456e+15  1.058615e+17  1.088489e+17
d   1.526531e+00  8.389963e+19  1.664310e+05  8.389963e+19  2.987456e+15  1.058615e+17  1.088489e+17
d   1.491837e+00  5.111072e+19  1.139876e+06  5.111072e+19  3.988989e+15  2.152800e+17  2.192690e+17
d   1.491837e+00  5.111072e+19  1.139876e+06  5.111072e+19  3.988989e+15  2.152800e+17  2.192690e+17
d   1.457143e+00  3.113609e+19  7.350958e+06  3.113609e+19  5.326282e+15  4.122232e+17  4.175494e+17
d   1.457143e+00  3.113609e+19  7.350958e+06  3.113609e+19  5.326282e+15  4.122232e+17  4.175494e+17
