v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 00:14:57 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 0 (V) 
# Electrode #1 = 1 (V) 
# Electrode #2 = 1.5 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  , state=1
p 2 3000  3001 
d  -3.88588862   1e-14  
d  -3.85008318   1e-14  
d  -3.81427774   1e-14  
d  -3.77847231   1e-14  
d  -3.74266687   1e-14  
d  -3.70686143   1e-14  
d  -3.67105599   1e-14  
d  -3.64077769   1e-14  
d  -3.62331541   1e-14  
d  -3.60697476   1e-14  
d  -3.58750997   1e-14  
d  -3.57118343   1e-14  
d  -3.55170454   1e-14  
d  -3.53539209   1e-14  
d  -3.5158991   1e-14  
d  -3.49998557   1e-14  
d  -3.48407204   1e-14  
d  -3.47176305   1e-14  
d  -3.45948719   1e-14  
d  -3.4482666   1e-14  
d  -3.44022096   1e-14  
d  -3.43286138   1e-14  
d  -3.42801809   1e-14  
d  -3.42353763   1e-14  
d  -3.42006446   1e-14  
d  -3.41643955   1e-14  
d  -3.41273463   1e-14  
d  -3.41030789   1e-14  
d  -3.40811932   1e-14  
d  -3.40519835   1e-14  
d  -3.40344713   1e-14  
d  -3.40106244   1e-14  
d  -3.39960622   1e-14  
d  -3.39759653   1e-14  
d  -3.39620357   1e-14  
d  -3.3946231   1e-14  
d  -3.39302559   1e-14  
d  -3.39202584   1e-14  
d  -3.39061408   1e-14  
d  -3.38929806   1e-14  
d  -3.38833122   1e-14  
d  -3.38728249   1e-14  
d  -3.38616745   1e-14  
d  -3.38511556   1e-14  
d  -3.38433968   1e-14  
d  -3.38349015   1e-14  
d  -3.3825806   1e-14  
d  -3.38171543   1e-14  
d  -3.38091303   1e-14  
d  -3.38029631   1e-14  
d  -3.37961323   1e-14  
d  -3.378885   1e-14  
d  -3.37820024   1e-14  
d  -3.37754254   1e-14  
d  -3.37693798   1e-14  
d  -3.37644132   1e-14  
d  -3.37591387   1e-14  
d  -3.37536092   1e-14  
d  -3.37481909   1e-14  
d  -3.37430869   1e-14  
d  -3.3738117   1e-14  
d  -3.37334353   1e-14  
d  -3.37293106   1e-14  
d  -3.37255242   1e-14  
d  -3.37217377   1e-14  
d  -3.3717706   1e-14  
d  -3.37138717   1e-14  
d  -3.37100374   1e-14  
d  -3.37066152   1e-14  
d  -3.37032154   1e-14  
d  -3.36998293   1e-14  
d  -3.36968811   1e-14  
d  -3.36939329   1e-14  
d  -3.36909846   1e-14  
d  -3.36886318   1e-14  
d  -3.36864405   1e-14  
d  -3.36839753   1e-14  
d  -3.36817841   1e-14  
d  -3.36792344   1e-14  
d  -3.36764947   1e-14  
d  -3.36737549   1e-14  
d  -3.36710151   1e-14  
d  -3.36680459   1e-14  
d  -3.36649719   1e-14  
d  -3.36618979   1e-14  
d  -3.36586872   1e-14  
d  -3.36553153   1e-14  
d  -3.36519435   1e-14  
d  -3.36488345   1e-14  
d  -3.36455923   1e-14  
d  -3.364235   1e-14  
d  -3.36385805   1e-14  
d  -3.36346697   1e-14  
d  -3.36307589   1e-14  
d  -3.36266093   1e-14  
d  -3.36224407   1e-14  
d  -3.36181311   1e-14  
d  -3.36137046   1e-14  
d  -3.36097189   1e-14  
d  -3.36055508   1e-14  
d  -3.36013826   1e-14  
d  -3.35964609   1e-14  
d  -3.35915002   1e-14  
d  -3.35862962   1e-14  
d  -3.35810513   1e-14  
d  -3.35755166   1e-14  
d  -3.35705667   1e-14  
d  -3.35653526   1e-14  
d  -3.35600867   1e-14  
d  -3.35538767   1e-14  
d  -3.3547461   1e-14  
d  -3.35408607   1e-14  
d  -3.35338751   1e-14  
d  -3.35278544   1e-14  
d  -3.35216635   1e-14  
d  -3.35137766   1e-14  
d  -3.35054973   1e-14  
d  -3.34967534   1e-14  
d  -3.34885325   1e-14  
d  -3.34809685   1e-14  
d  -3.34705038   1e-14  
d  -3.34591393   1e-14  
d  -3.34482867   1e-14  
d  -3.34376771   1e-14  
d  -3.34228091   1e-14  
d  -3.34085029   1e-14  
d  -3.33925295   1e-14  
d  -3.33718746   1e-14  
d  -3.33496064   1e-14  
d  -3.33251188   1e-14  
d  -3.32859771   1e-14  
d  -3.32297894   1e-14  
d  -3.31472027   1e-14  
d  -3.30473682   1e-14  
d  -3.29280638   1e-14  
d  -3.28087593   1e-14  
d  -3.26894549   1e-14  
d  -3.25730427   1e-14  
d  -3.24576125   1e-14  
d  -3.23643936   1e-14  
d  -3.22944052   1e-14  
d  -3.22149342   1e-14  
d  -3.21354633   1e-14  
d  -3.20813039   1e-14  
d  -3.20162569   1e-14  
d  -3.19720328   1e-14  
d  -3.19091563   1e-14  
d  -3.18613546   1e-14  
d  -3.1821604   1e-14  
d  -3.17852788   1e-14  
d  -3.1755567   1e-14  
d  -3.17293603   1e-14  
d  -3.16977987   1e-14  
d  -3.16690457   1e-14  
d  -3.16509772   1e-14  
d  -3.16228514   1e-14  
d  -3.16070464   1e-14  
d  -3.15831009   1e-14  
d  -3.15705874   1e-14  
d  -3.15500383   1e-14  
d  -3.15373698   1e-14  
d  -3.15216257   1e-14  
d  -3.15052188   1e-14  
d  -3.14964104   1e-14  
d  -3.14820537   1e-14  
d  -3.14684274   1e-14  
d  -3.14590958   1e-14  
d  -3.14489898   1e-14  
d  -3.14374963   1e-14  
d  -3.14266489   1e-14  
d  -3.14193119   1e-14  
d  -3.14109101   1e-14  
d  -3.14014974   1e-14  
d  -3.13925716   1e-14  
d  -3.13843482   1e-14  
d  -3.13786127   1e-14  
d  -3.13716453   1e-14  
d  -3.13641733   1e-14  
d  -3.13570042   1e-14  
d  -3.13500962   1e-14  
d  -3.13443519   1e-14  
d  -3.1339383   1e-14  
d  -3.13340305   1e-14  
d  -3.13281676   1e-14  
d  -3.13225764   1e-14  
d  -3.13172377   1e-14  
d  -3.1312071   1e-14  
d  -3.13071884   1e-14  
d  -3.13029697   1e-14  
d  -3.12993844   1e-14  
d  -3.12955387   1e-14  
d  -3.12912123   1e-14  
d  -3.12872446   1e-14  
d  -3.12833405   1e-14  
d  -3.12795693   1e-14  
d  -3.12760952   1e-14  
d  -3.12726211   1e-14  
d  -3.12693492   1e-14  
d  -3.12663202   1e-14  
d  -3.12636276   1e-14  
d  -3.12609351   1e-14  
d  -3.12586431   1e-14  
d  -3.12563707   1e-14  
d  -3.12538142   1e-14  
d  -3.12512578   1e-14  
d  -3.12486189   1e-14  
d  -3.12459662   1e-14  
d  -3.12433135   1e-14  
d  -3.12406203   1e-14  
d  -3.1237625   1e-14  
d  -3.12346297   1e-14  
d  -3.12316345   1e-14  
d  -3.1228395   1e-14  
d  -3.12253461   1e-14  
d  -3.1222166   1e-14  
