v ATLAS
# This file was created by ATLAS version 5.26.1.R on Tue Apr 17 22:15:44 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
Q 5700 16 "Host Acceptor State Density" 17 "/cm^3/eV" 15 1
Q 5701 16 "Host Acceptor State Ionized Density" 17 "/cm^3/eV" 15 1
Q 5702 16 "Host Acceptor State f_T" 15 0
Q 5703 16 "Host Donor State Density" 17 "/cm^3/eV" 15 1
Q 5704 16 "Host Donor State Ionized Density" 17 "/cm^3/eV" 15 1
Q 5705 16 "Host Donor State f_T" 15 0
Q 5706 16 "Dopant Acceptor State Density" 17 "/cm^3/eV" 15 1
Q 5707 16 "Dopant Acceptor State Ionized Density" 17 "/cm^3/eV" 15 1
Q 5708 16 "Dopant Acceptor State f_T" 15 0
Q 5709 16 "Dopant Donor State Density" 17 "/cm^3/eV" 15 1
Q 5710 16 "Dopant Donor State Ionized Density" 17 "/cm^3/eV" 15 1
Q 5711 16 "Dopant Donor State f_T" 15 0
Q 5712 16 "Host Acceptor Int. State Density" 17 "/cm^2/eV" 15 1
Q 5713 16 "Host Acceptor Int. State Ionized Density" 17 "/cm^2/eV" 15 1
Q 5714 16 "Host Acceptor Int. State f_T" 15 0
Q 5715 16 "Host Donor Int. State Density" 17 "/cm^2/eV" 15 1
Q 5716 16 "Host Donor Int. State Ionized Density" 17 "/cm^2/eV" 15 1
Q 5717 16 "Host Donor Int. State f_T" 15 0
Q 5718 16 "Dopant Acceptor Int. State Density" 17 "/cm^2/eV" 15 1
Q 5719 16 "Dopant Acceptor Int. State Ionized Density" 17 "/cm^2/eV" 15 1
Q 5720 16 "Dopant Acceptor Int. State f_T" 15 0
Q 5721 16 "Dopant Donor Int. State Density" 17 "/cm^2/eV" 15 1
Q 5722 16 "Dopant Donor Int. State Ionized Density" 17 "/cm^2/eV" 15 1
Q 5723 16 "Dopant Donor Int. State f_T" 15 0
p 3 210 205 206
d   2.700000e+00  2.955128e+17  0.000000e+00
d   2.700000e+00  2.955128e+17  0.000000e+00
d   2.669663e+00  1.571937e+17  0.000000e+00
d   2.669663e+00  1.571937e+17  0.000000e+00
d   2.639326e+00  2.365986e+16  0.000000e+00
d   2.639326e+00  2.365986e+16  0.000000e+00
d   2.608989e+00  1.011203e+15  0.000000e+00
d   2.608989e+00  1.011203e+15  0.000000e+00
d   2.578652e+00  1.287428e+14  0.000000e+00
d   2.578652e+00  1.287428e+14  0.000000e+00
d   2.548315e+00  1.079735e+15  0.000000e+00
d   2.548315e+00  1.079735e+15  0.000000e+00
d   2.517978e+00  2.828913e+15  0.000000e+00
d   2.517978e+00  2.828913e+15  0.000000e+00
d   2.487640e+00  2.097280e+15  0.000000e+00
d   2.487640e+00  2.097280e+15  0.000000e+00
d   2.457303e+00  4.399575e+14  0.000000e+00
d   2.457303e+00  4.399575e+14  0.000000e+00
d   2.426966e+00  2.611456e+13  0.000000e+00
d   2.426966e+00  2.611456e+13  0.000000e+00
d   2.396629e+00  4.386037e+11  0.000000e+00
d   2.396629e+00  4.386037e+11  0.000000e+00
d   2.366292e+00  2.084392e+09  0.000000e+00
d   2.366292e+00  2.084392e+09  0.000000e+00
d   2.335955e+00  2.802879e+06  0.000000e+00
d   2.335955e+00  2.802879e+06  0.000000e+00
d   2.305618e+00  1.066465e+03  0.000000e+00
d   2.305618e+00  1.066465e+03  0.000000e+00
d   2.275281e+00  1.148171e-01  0.000000e+00
d   2.275281e+00  1.148171e-01  0.000000e+00
d   2.244944e+00  3.497715e-06  0.000000e+00
d   2.244944e+00  3.497715e-06  0.000000e+00
d   2.214607e+00  3.014947e-11  0.000000e+00
d   2.214607e+00  3.014947e-11  0.000000e+00
d   2.184270e+00  7.353473e-17  0.000000e+00
d   2.184270e+00  7.353473e-17  0.000000e+00
d   2.153933e+00  5.074847e-23  0.000000e+00
d   2.153933e+00  5.074847e-23  0.000000e+00
d   2.123596e+00  9.909940e-30  0.000000e+00
d   2.123596e+00  9.909940e-30  0.000000e+00
d   2.093258e+00  5.475663e-37  0.000000e+00
d   2.093258e+00  5.475663e-37  0.000000e+00
d   2.062921e+00  8.560912e-45  0.000000e+00
d   2.062921e+00  8.560912e-45  0.000000e+00
d   2.032584e+00  3.787223e-53  0.000000e+00
