v ATLAS
# This file was created by ATLAS version 5.26.1.R on Mon May  7 23:50:04 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 7 210 76 75 205 79 78 206
d   3.100000e+00  2.000000e+18  7.326256e+13  2.000073e+18  9.355297e+08  5.062205e+16  5.062205e+16
d   2.841667e+00  9.574484e+16  4.430895e+14  9.618793e+16  8.053730e+09  6.363222e+16  6.363223e+16
d   2.841667e+00  9.574484e+16  4.430895e+14  9.618793e+16  8.053730e+09  6.363222e+16  6.363223e+16
d   2.583333e+00  4.583538e+15  1.571216e+15  6.154754e+15  6.933246e+10  3.473164e+16  3.473171e+16
d   2.583333e+00  4.583538e+15  1.571216e+15  6.154754e+15  6.933246e+10  3.473164e+16  3.473171e+16
d   2.325000e+00  2.194250e+14  3.266746e+15  3.486171e+15  5.968650e+11  8.231605e+15  8.232202e+15
d   2.325000e+00  2.194250e+14  3.266746e+15  3.486171e+15  5.968650e+11  8.231605e+15  8.232202e+15
d   2.066667e+00  1.050441e+13  3.982262e+15  3.992766e+15  5.138255e+12  8.471390e+14  8.522772e+14
d   2.066667e+00  1.050441e+13  3.982262e+15  3.992766e+15  5.138255e+12  8.471390e+14  8.522772e+14
d   1.808333e+00  5.028715e+11  2.846291e+15  2.846793e+15  4.423389e+13  3.785609e+13  8.208998e+13
d   1.808333e+00  5.028715e+11  2.846291e+15  2.846793e+15  4.423389e+13  3.785609e+13  8.208998e+13
d   1.550000e+00  2.407367e+10  1.192789e+15  1.192813e+15  3.807980e+14  7.345608e+11  3.815325e+14
d   1.550000e+00  2.407367e+10  1.192789e+15  1.192813e+15  3.807980e+14  7.345608e+11  3.815325e+14
d   1.291667e+00  1.152465e+09  2.930779e+14  2.930791e+14  3.278190e+15  6.189146e+09  3.278196e+15
d   1.291667e+00  1.152465e+09  2.930779e+14  2.930791e+14  3.278190e+15  6.189146e+09  3.278196e+15
d   1.033333e+00  5.517130e+07  4.222188e+13  4.222193e+13  2.822108e+16  2.264356e+07  2.822108e+16
d   1.033333e+00  5.517130e+07  4.222188e+13  4.222193e+13  2.822108e+16  2.264356e+07  2.822108e+16
d   7.750000e-01  2.641184e+06  3.566375e+12  3.566378e+12  2.429479e+17  3.597241e+04  2.429479e+17
d   7.750000e-01  2.641184e+06  3.566375e+12  3.566378e+12  2.429479e+17  3.597241e+04  2.429479e+17
d   5.166667e-01  1.264399e+05  1.766247e+11  1.766248e+11  2.091475e+18  2.481448e+01  2.091475e+18
d   5.166667e-01  1.264399e+05  1.766247e+11  1.766248e+11  2.091475e+18  2.481448e+01  2.091475e+18
d   2.583333e-01  6.052982e+03  5.128742e+09  5.128748e+09  1.800496e+19  7.432792e-03  1.800496e+19
d   2.583333e-01  6.052982e+03  5.128742e+09  5.128748e+09  1.800496e+19  7.432792e-03  1.800496e+19
d   0.000000e+00  2.897709e+02  8.731831e+07  8.731860e+07  1.550000e+20  9.667399e-07  1.550000e+20
