v ATLAS
# This file was created by ATLAS version 5.26.1.R on Tue Apr 17 10:51:23 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Rayplot for origin at (2,1.01)
o 1 Internal angle (radians)
Q 492 13 "Clockwise Angle" 14 "radians"
Q 493 13 "Anticlockwise Angle" 14 "radians"
p 6 492 493 345 346 347 3000 
d 3.27802 3.00516 0.00578693 0.0355113 0.0412982 4.43314
d 3.51727 2.76591 0.0136703 0.0386572 0.0523274 1.8326
d 3.51727 2.76591 0.0137288 0.0387789 0.0525077 4.45059
d 3.65815 2.62504 0.0171856 0.0361943 0.0533799 1.81514
d 3.65815 2.62504 0.0172578 0.0363108 0.0535686 4.46804
d 3.77074 2.51244 0.0194811 0.0341959 0.053677 1.79769
d 3.77074 2.51244 0.0195615 0.0343082 0.0538697 4.4855
d 3.86842 2.41476 0.0211493 0.0326428 0.0537921 1.78024
d 3.86842 2.41476 0.00979933 0.00570895 0.0155083 4.50295
d 3.86842 2.41476 0.0212351 0.032752 0.0539871 4.50295
d 3.95667 2.32652 0.0224271 0.0314177 0.0538448 1.76278
d 3.95667 2.32652 0.00967143 0.00646121 0.0161326 4.5204
d 3.95667 2.32652 0.0225168 0.0315246 0.0540414 4.5204
d 4.03837 2.24482 0.023436 0.0304357 0.0538717 1.74533
d 4.03837 2.24482 0.00951272 0.00700956 0.0165223 4.53786
d 4.03837 2.24482 0.0235284 0.0305408 0.0540692 4.53786
d 4.11527 2.16792 0.0242469 0.0296395 0.0538864 1.72788
d 4.11527 2.16792 0.00934827 0.00741848 0.0167668 4.55531
d 4.11527 2.16792 0.0243413 0.0297432 0.0540845 4.55531
d 4.18853 2.09465 0.0249049 0.0289898 0.0538947 1.71042
d 4.18853 2.09465 0.0091907 0.00772844 0.0169191 4.57276
d 4.18853 2.09465 0.0250008 0.0290924 0.0540932 4.57276
d 4.25898 2.0242 0.00901219 0.00793742 0.0169496 1.69297
d 4.25898 2.0242 0.0254403 0.0284592 0.0538994 1.69297
d 4.25898 2.0242 0.00904655 0.0079658 0.0170124 4.59022
d 4.25898 2.0242 0.0255373 0.0285609 0.0540982 4.59022
d 4.32724 1.95595 0.00888564 0.00811893 0.0170046 1.67552
d 4.32724 1.95595 0.0258742 0.0280279 0.0539022 1.67552
d 4.32724 1.95595 0.00306302 0.00236032 0.00542334 4.60767
d 4.32724 1.95595 0.00891924 0.00814822 0.0170675 4.60767
d 4.32724 1.95595 0.025972 0.028129 0.0541011 4.60767
d 4.39377 1.88942 0.00877756 0.00825782 0.0170354 1.65806
d 4.39377 1.88942 0.0262217 0.0276819 0.0539036 1.65806
d 4.39377 1.88942 0.00294926 0.00247235 0.00542161 4.62512
d 4.39377 1.88942 0.00881051 0.00828782 0.0170983 4.62512
d 4.39377 1.88942 0.0263202 0.0277825 0.0541026 4.62512
d 4.45896 1.82422 0.00868878 0.00836248 0.0170513 1.64061
d 4.45896 1.82422 0.0264938 0.0274106 0.0539044 1.64061
d 4.45896 1.82422 0.00286016 0.00256056 0.00542073 4.64258
d 4.45896 1.82422 0.0087212 0.00839304 0.0171142 4.64258
