v ATLAS
# This file was created by ATLAS version 5.26.1.R on Tue Apr 17 10:51:23 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Rayplot for origin at (2,1.01)
o 1 Internal angle (radians)
Q 492 13 "Clockwise Angle" 14 "radians"
Q 493 13 "Anticlockwise Angle" 14 "radians"
p 6 492 493 345 346 347 3000 
d 0 6.28319 0.000280139 0.000280139 0.000560278 0
d 0 6.28319 0.00275541 0.00275541 0.00551082 0
d 0 6.28319 0.0271019 0.0271019 0.0542038 0
d 0 6.28319 0.000878578 0.000878578 0.00175716 3.14159
d 0 6.28319 0.00864158 0.00864158 0.0172832 3.14159
d 0.125769 6.15742 0.0269898 0.0272139 0.0542037 0.0349066
d 0.125769 6.15742 0.00868186 0.00860068 0.0172825 3.10669
d 0.125769 6.15742 0.0269898 0.0272139 0.0542037 6.24828
d 0.13643 6.14676 0.00389526 0.000378911 0.00427417 1.85005
d 0.13643 6.14676 4.71146e-05 0.000195524 0.000242639 4.99164
d 0.13643 6.14676 0.00471372 0.00365059 0.00836432 4.99164
d 0.13643 6.14676 4.63395e-05 0.000193356 0.000239696 4.99164
d 0.13643 6.14676 0.00570416 0.0351714 0.0408756 1.29154
d 0.13643 6.14676 0.00321891 0 0.00321891 4.43314
d 0.385153 5.89803 0.0260211 0.0281797 0.0542008 0.10472
d 0.385153 5.89803 0.0260211 0.0281797 0.0542008 6.17847
d 0.516554 5.76663 0.0170219 0.0359439 0.0529658 1.32645
d 0.516554 5.76663 0.00510624 0.000253284 0.00535953 1.81514
d 0.516554 5.76663 0.00279672 0 0.00279672 4.46804
d 0.516554 5.76663 0.000134435 0.000210782 0.000345217 4.95674
d 0.516554 5.76663 0.00013232 0.000208317 0.000340637 4.95674
d 0.516554 5.76663 0.00932298 0.00301728 0.0123403 4.95674
d 0.523855 5.75933 0.0250489 0.0291438 0.0541927 0.139626
d 0.523855 5.75933 0.0250489 0.0291438 0.0541927 6.14356
d 0.677601 5.60558 0.000394584 0.000104164 0.000498749 5.68977
d 0.677601 5.60558 0.00521463 0.00431728 0.00953191 5.68977
d 0.677601 5.60558 0.0189568 0.0277943 0.0467511 0.593412
d 0.677601 5.60558 0.000108542 0 0.000108542 0.593412
d 0.677601 5.60558 0.00143444 0.000670602 0.00210504 0.593412
d 0.677601 5.60558 0.000258387 8.27703e-05 0.000341157 2.54818
d 0.677601 5.60558 0.000939316 0.000532868 0.00147218 2.54818
d 0.677601 5.60558 0.000491687 0.000116011 0.000607698 2.54818
d 0.677601 5.60558 0.000258387 8.27703e-05 0.000341157 2.54818
d 0.677601 5.60558 0.000258387 8.27703e-05 0.000341157 3.735
d 0.677601 5.60558 0.000135253 0 0.000135253 3.735
d 0.677601 5.60558 0.000939316 0.000532868 0.00147218 3.735
d 0.677601 5.60558 0.000939316 0.000532868 0.00147218 3.735
d 0.677601 5.60558 0.00341471 0.00343056 0.00684527 3.735
d 0.677601 5.60558 0.0001692 0 0.0001692 0.593412
d 0.726829 5.55636 0.00426699 0.000949974 0.00521697 1.78024
d 0.726829 5.55636 0.00192544 0.00016265 0.00208809 4.50295
