v ATLAS
# This file was created by ATLAS version 5.26.1.R on Tue Apr 17 10:51:23 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Rayplot for origin at (2,1.01)
o 1 Internal angle (radians)
Q 492 13 "Clockwise Angle" 14 "radians"
Q 493 13 "Anticlockwise Angle" 14 "radians"
p 6 492 493 345 346 347 3000 
d 0 6.28319 0 0 0 0
d 0.0349066 6.24828 0 0 0 0.0349066
d 0.0698132 6.21337 0 0 0 0.0698132
d 0.10472 6.17847 0 0 0 0.10472
d 0.139626 6.14356 0 0 0 0.139626
d 0.174533 6.10865 0 0 0 0.174533
d 0.20944 6.07375 0 0 0 0.20944
d 0.244346 6.03884 0 0 0 0.244346
d 0.279253 6.00393 0 0 0 0.279253
d 0.314159 5.96903 0 0 0 0.314159
d 0.349066 5.93412 0 0 0 0.349066
d 0.383972 5.89921 0 0 0 0.383972
d 0.418879 5.86431 0 0 0 0.418879
d 0.453786 5.8294 0 0 0 0.453786
d 0.488692 5.79449 0 0 0 0.488692
d 0.523599 5.75959 0 0 0 0.523599
d 0.558505 5.72468 0 0 0 0.558505
d 0.593412 5.68977 0 0 0 0.593412
d 0.628319 5.65487 0 0 0 0.628319
d 0.663225 5.61996 0 0 0 0.663225
d 0.698132 5.58505 0 0 0 0.698132
d 0.733038 5.55015 0 0 0 0.733038
d 0.767945 5.51524 0 0 0 0.767945
d 0.802851 5.48033 0 0 0 0.802851
d 0.837758 5.44543 0 0 0 0.837758
d 0.872665 5.41052 0 0 0 0.872665
d 0.907571 5.37561 0 0 0 0.907571
d 0.942478 5.34071 0 0 0 0.942478
d 0.977384 5.3058 0 0 0 0.977384
d 1.01229 5.27089 0 0 0 1.01229
d 1.0472 5.23599 0 0 0 1.0472
d 1.0821 5.20108 0 0 0 1.0821
d 1.11701 5.16617 0 0 0 1.11701
d 1.15192 5.13127 0 0 0 1.15192
d 1.18682 5.09636 0 0 0 1.18682
d 1.22173 5.06145 0 0 0 1.22173
d 1.25664 5.02655 0 0 0 1.25664
d 1.29154 4.99164 0 0 0 1.29154
d 1.32645 4.95674 0 0 0 1.32645
d 1.36136 4.92183 0 0 0 1.36136
d 1.39626 4.88692 0 0 0 1.39626
d 1.43117 4.85202 0 0 0 1.43117
d 1.46608 4.81711 0 0 0 1.46608
d 1.50098 4.7822 0 0 0 1.50098
d 1.53589 4.7473 0 0 0 1.53589
d 1.5708 4.71239 0 0 0 1.5708
d 1.6057 4.67748 0 0 0 1.6057
d 1.64061 4.64258 0 0 0 1.64061
d 1.67552 4.60767 0 0 0 1.67552
d 1.71042 4.57276 0 0 0 1.71042
d 1.74533 4.53786 0 0 0 1.74533
d 1.78024 4.50295 0 0 0 1.78024
d 1.81514 4.46804 0 0 0 1.81514
d 1.85005 4.43314 0 0 0 1.85005
d 1.88496 4.39823 0 0 0 1.88496
d 1.91986 4.36332 0 0 0 1.91986
d 1.95477 4.32842 0 0 0 1.95477
d 1.98968 4.29351 0 0 0 1.98968
d 2.02458 4.2586 0 0 0 2.02458
d 2.05949 4.2237 0 0 0 2.05949
d 2.0944 4.18879 0 0 0 2.0944
