v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 00:08:27 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 0 (V) 
# Electrode #1 = 0.6 (V) 
# Electrode #2 = 1 (V) 
# Electrode #3 = 1 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  
o 3 DOS(1/eV cm)  (electrons)  x=0 
o 4 DOS(1/eV cm)  (electrons)  x=0.035 
o 5 J(A/eV)  (electrons)  x=0.01 
p 5 3000  3001  3002  3003  3004 
d  -0.78966321   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.779838366   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.766738575   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.755345114   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.747601685   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.743552391   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.739496553   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.736523598   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.733989097   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.731501407   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.729800638   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.727790265   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.726433352   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.724777797   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.723629895   1e-14   4e-15   4e-15   2.43413403e-26  
d  -0.722211704   1e-14   4e-15   4e-15   2.43413403e-26  
