v VICTORYDEVICE
# silvaco.file ASCII version=1.14.23 format=1 contents=SDB,Tables=1

Copyright "###################################################################"
Copyright "#                    Copyright Silvaco Inc. (c)                   #"
Copyright "#                            1992-2014                            #"
Copyright "#                                                                 #"
Copyright "# This file format and the following Key are copyright Silvaco    #"
Copyright "# International. You may not use, this format or key without      #"
Copyright "# reproducing this message in full and obtaining                  #"
Copyright "# express written permission from Silvaco Inc.                    #"
Copyright "#                                                                 #"
Copyright "# To obtain such permission please contact: Silvaco Inc.          #"
Copyright "#                                           support@silvaco.com   #"
Copyright "#                                                                 #"
Copyright "# KEY=SVC86hn7562asdx                       PROD=345              #"
Copyright "###################################################################"
#This file was created by VICTORYDEVICE version 1.12.1.R
#victoryd 1.12.1.R (Thu Apr 12 10:17:20 PDT 2018)
#libSDB 1.12.42 (Thu Oct 26 19:20:24 PDT 2017)
a VICTORYDEVICE
p 7 210 75 76 205 78 79 206
d 0 0 5413411329464508 5413411329464508 0 0 0
d 0.13043478260869534 0 5905215691172255 5905215691172255 0 0 0
d 0.2608695652173913 0 6441700110513590 6441700110513590 3.2619918235233545e-287 0 3.2619918235233545e-287
d 0.39130434782608692 0 7026923737234979 7026923737234979 4.7252853787412679e-258 0 4.7252853787412679e-258
d 0.52173913043478259 0 7665314491794865 7665314491794865 2.2783614128645548e-230 0 2.2783614128645548e-230
d 0.65217391304347805 0 8361702567906428 8361702567906428 3.6565085296528795e-204 0 3.6565085296528795e-204
d 0.78260869565217384 0 9121356978761268 9121356978761268 1.953259588851004e-179 0 1.953259588851004e-179
d 0.91304347826086962 0 9950025423450092 9950025423450092 3.4729836527930957e-156 0 3.4729836527930957e-156
d 1.0434782608695652 0 10853977775217866 10853977775217866 2.0553931894611237e-134 0 2.0553931894611237e-134
d 1.1739130434782608 0 11840053520594332 11840053520594332 4.0488947465113547e-114 0 4.0488947465113547e-114
d 1.3043478260869565 0 12915713508333986 12915713508333986 2.6547734221532238e-95 0 2.6547734221532238e-95
d 1.4347826086956523 0 14089096399708450 14089096399708450 5.7938578402840354e-78 0 5.7938578402840354e-78
d 1.5652173913043477 0 15369080247265620 15369080247265620 4.2087934109775251e-62 0 4.2087934109775251e-62
d 1.6956521739130435 0 16765349667972904 16765349667972904 1.0176461237483587e-47 0 1.0176461237483587e-47
d 1.826086956521739 0 18288469118990172 18288469118990172 8.1900274329200752e-35 0 8.1900274329200752e-35
d 1.9565217391304348 0 19949962830491784 19949962830491784 2.1939328461297802e-23 0 2.1939328461297802e-23
d 2.0869565217391304 0 21762402000325544 21762402000325544 1.9561885106838307e-13 0 1.9561885106838307e-13
d 2.2173913043478262 0 23739499910241116 23739499910241116 5.805604910941532e-05 0 5.805604910941532e-05
d 2.3478260869565215 0 25896215683356436 25896215683356436 573.50030209729596 0 573.50030209729596
d 2.4782608695652173 0 28248867467912248 28248867467912248 188568533.91410851 0 188568533.91410851
d 2.6086956521739131 0 30815255903685836 30815255903685836 2063736275046.9663 0 2063736275046.9663
d 2.7391304347826084 0 33614798805235912 33614798805235912 751776198030069.88 0 751776198030069.88
d 2.8695652173913042 0 36668678081019456 36668678081019456 9115328926357034 0 9115328926357034
d 3 0 4e+16 4e+16 3678794411714417 0 3678794411714417
Q 75 13 "Acceptor bump state density"
Q 76 13 "Acceptor tail state density"
Q 78 13 "Donor bump state density"
Q 79 13 "Donor tail state density"
Q 205 13 "Total acceptor trap density"
Q 206 13 "Total donor trap density"
Q 210 13 Energy
EOF 214656318
