v VICTORYDEVICE
# silvaco.file ASCII version=1.14.23 format=1 contents=SDB,Tables=1

Copyright "###################################################################"
Copyright "#                    Copyright Silvaco Inc. (c)                   #"
Copyright "#                            1992-2014                            #"
Copyright "#                                                                 #"
Copyright "# This file format and the following Key are copyright Silvaco    #"
Copyright "# International. You may not use, this format or key without      #"
Copyright "# reproducing this message in full and obtaining                  #"
Copyright "# express written permission from Silvaco Inc.                    #"
Copyright "#                                                                 #"
Copyright "# To obtain such permission please contact: Silvaco Inc.          #"
Copyright "#                                           support@silvaco.com   #"
Copyright "#                                                                 #"
Copyright "# KEY=SVC86hn7562asdx                       PROD=345              #"
Copyright "###################################################################"
#This file was created by VICTORYDEVICE version 1.12.1.R
#victoryd 1.12.1.R (Thu Apr 12 10:17:20 PDT 2018)
#libSDB 1.12.42 (Thu Oct 26 19:20:24 PDT 2017)
a VICTORYDEVICE
p 7 210 75 76 205 78 79 206
d 0 0 1.8600379880104181e-25 1.8600379880104181e-25 0 4.5e+21 4.5e+21
d 0.13043478260869534 0 1.4379993569950221e-23 1.4379993569950221e-23 0 1.2210724997120136e+21 1.2210724997120136e+21
d 0.2608695652173913 0 1.1117203863830836e-21 1.1117203863830836e-21 0 3.3133734434509711e+20 3.3133734434509711e+20
d 0.39130434782608692 0 8.5947341456567231e-20 8.5947341456567231e-20 0 8.9908204290534801e+19 8.9908204290534801e+19
d 0.52173913043478259 0 6.6446073976251803e-18 6.6446073976251803e-18 0 2.4396541279480324e+19 2.4396541279480324e+19
d 0.65217391304347805 0 5.1369602270810493e-16 5.1369602270810493e-16 0 6.6199879209916242e+18 6.6199879209916242e+18
d 0.78260869565217384 0 3.9713949666980599e-14 3.9713949666980599e-14 0 1.7963300441663432e+18 1.7963300441663432e+18
d 0.91304347826086962 0 3.0702939645839391e-12 3.0702939645839391e-12 0 4.8743315940844013e+17 4.8743315940844013e+17
d 1.0434782608695652 0 2.3736508476259865e-10 2.3736508476259865e-10 0 1.3226471697808608e+17 1.3226471697808608e+17
d 1.1739130434782608 0 1.8350745600996774e-08 1.8350745600996774e-08 0 35889957463140668 35889957463140668
d 1.3043478260869565 0 1.4187000773483953e-06 1.4187000773483953e-06 0 9738720016461080 9738720016461080
d 1.4347826086956523 0 0.00010968000719049816 0.00010968000719049816 0 2642596265443442.5 2642596265443442.5
d 1.5652173913043477 0 0.008479384874491255 0.008479384874491255 0 717067028349923.62 717067028349923.62
d 1.6956521739130435 0 0.65554306287446606 0.65554306287446606 0 194575739726289.66 194575739726289.66
d 1.826086956521739 0 50.680174758385796 50.680174758385796 0 52798018864643.078 52798018864643.078
d 1.9565217391304348 0 3918.0951778791305 3918.0951778791305 0 14326713083309.232 14326713083309.232
d 2.0869565217391304 0 302908.77835576813 302908.77835576813 0 3887545634954.0469 3887545634954.0469
d 2.2173913043478262 0 23417942.607165363 23417942.607165363 0 1054883348048.4072 1054883348048.4072
d 2.3478260869565215 0 1810446164.4501569 1810446164.4501569 0 286242010379.12146 286242010379.12146
d 2.4782608695652173 0 139965981186.12793 139965981186.12793 0 77671610474.716614 77671610474.716614
d 2.6086956521739131 0 10820800018290.088 10820800018290.088 0 21076148346.448826 21076148346.448826
d 2.7391304347826084 0 836558369709267.12 836558369709267.12 0 5719001143.4887753 5719001143.4887753
d 2.8695652173913042 0 64674506944748616 64674506944748616 0 1551847782.6968174 1551847782.6968174
d 3 0 5e+18 5e+18 0 421093033.59780788 421093033.59780788
Q 75 13 "Acceptor bump state density"
Q 76 13 "Acceptor tail state density"
Q 78 13 "Donor bump state density"
Q 79 13 "Donor tail state density"
Q 205 13 "Total acceptor trap density"
Q 206 13 "Total donor trap density"
Q 210 13 Energy
EOF 214656318
