v VICTORYDEVICE
# silvaco.file ASCII version=1.14.23 format=1 contents=SDB,Tables=1

Copyright "###################################################################"
Copyright "#                    Copyright Silvaco Inc. (c)                   #"
Copyright "#                            1992-2014                            #"
Copyright "#                                                                 #"
Copyright "# This file format and the following Key are copyright Silvaco    #"
Copyright "# International. You may not use, this format or key without      #"
Copyright "# reproducing this message in full and obtaining                  #"
Copyright "# express written permission from Silvaco Inc.                    #"
Copyright "#                                                                 #"
Copyright "# To obtain such permission please contact: Silvaco Inc.          #"
Copyright "#                                           support@silvaco.com   #"
Copyright "#                                                                 #"
Copyright "# KEY=SVC86hn7562asdx                       PROD=345              #"
Copyright "###################################################################"
#This file was created by VICTORYDEVICE version 1.12.1.R
#victoryd 1.12.1.R (Thu Apr 12 10:17:20 PDT 2018)
#libSDB 1.12.42 (Thu Oct 26 19:20:24 PDT 2017)
a VICTORYDEVICE
p 7 210 300 301 302 303 304 305
d 0 0 330594.53027894156 330594.53027894156 0 225e+14 225e+14
d 0.13043478260869534 0 656807.84100158128 656807.84100158128 0 6105362498560069 6105362498560069
d 0.2608695652173913 0 1304911.305208728 1304911.305208728 0 1656686721725485.5 1656686721725485.5
d 0.39130434782608692 0 2592529.2119913143 2592529.2119913143 0 449541021452674.06 449541021452674.06
d 0.52173913043478259 0 5150700.8087060824 5150700.8087060824 0 121982706397401.62 121982706397401.62
d 0.65217391304347805 0 10233141.712770924 10233141.712770924 0 33099939604958.121 33099939604958.121
d 0.78260869565217384 0 20330668.233855039 20330668.233855039 0 8981650220831.7148 8981650220831.7148
d 0.91304347826086962 0 40391903.331040666 40391903.331040666 0 2437165797042.2007 2437165797042.2007
d 1.0434782608695652 0 80248511.06405437 80248511.06405437 0 661323584890.43042 661323584890.43042
d 1.1739130434782608 0 159433524.96213564 159433524.96213564 0 179449787315.70334 179449787315.70334
d 1.3043478260869565 0 316754149.63852096 316754149.63852096 0 48693600082.305397 48693600082.305397
d 1.4347826086956523 0 629310500.01592171 629310500.01592171 0 13212981327.217215 13212981327.217215
d 1.5652173913043477 0 1250281033.0416772 1250281033.0416772 0 3585335141.7496176 3585335141.7496176
d 1.6956521739130435 0 2483992657.9076934 2483992657.9076934 0 972878698.63144839 972878698.63144839
d 1.826086956521739 0 4935066086.3249645 4935066086.3249645 0 263990094.3232154 263990094.3232154
d 1.9565217391304348 0 9804729977.305687 9804729977.305687 0 71633565.416546166 71633565.416546166
d 2.0869565217391304 0 19479522309.591755 19479522309.591755 0 19437728.174770236 19437728.174770236
d 2.2173913043478262 0 38700891333.894279 38700891333.894279 0 5274416.740242037 5274416.740242037
d 2.3478260869565215 0 76888897285.760941 76888897285.760941 0 1431210.0518956073 1431210.0518956073
d 2.4782608695652173 0 152758820845.10706 152758820845.10706 0 388358.05237358308 388358.05237358308
d 2.6086956521739131 0 303493198234.60358 303493198234.60358 0 105380.74173224413 105380.74173224413
d 2.7391304347826084 0 602964338590.06458 602964338590.06458 0 28595.005717443881 28595.005717443881
d 2.8695652173913042 0 1197937863932.9978 1197937863932.9978 0 7759.2389134840869 7759.2389134840869
d 3 0 238e+10 238e+10 0 2105.4651679890394 2105.4651679890394
Q 210 13 Energy
Q 300 13 "Acceptor Int. Bump State Density"
Q 301 13 "Acceptor Int. Tail State Density"
Q 302 13 "Total Acceptor Int. Trap Density"
Q 303 13 "Donor Int. Bump State Density"
Q 304 13 "Donor Int. Tail State Density"
Q 305 13 "Total Donor Int. Trap Density"
EOF 214656318
