anode current vs anode internal bias
100 2 2
anode internal bias
anode current
0.00713054 2.57389e-05
0.0148487 5.03025e-05
0.0224404 7.51193e-05
0.0300339 9.99321e-05
0.0376108 0.000124778
0.0451777 0.000149645
0.052737 0.000174526
0.0602915 0.000199417
0.06784 0.00022432
0.0753839 0.000249232
0.0829294 0.000274141
0.0904791 0.000299042
0.0980357 0.000323929
0.105602 0.000348796
0.11318 0.00037364
0.120773 0.000398454
0.128383 0.000423234
0.136013 0.000447974
0.143666 0.000472668
0.151344 0.000497312
0.15905 0.0005219
0.166787 0.000546426
0.174557 0.000570886
0.182364 0.000595273
0.190209 0.000619581
0.198097 0.000643805
0.20603 0.00066794
0.214011 0.000691978
0.222043 0.000715913
0.23013 0.00073974
0.238278 0.000763444
0.246483 0.000787033
0.254747 0.000810507
0.263065 0.00083387
0.271454 0.000857091
0.279918 0.000880164
0.288486 0.000903028
0.297109 0.000925782
0.305825 0.000948351
0.314631 0.000970739
0.323532 0.000992935
0.332535 0.00101493
0.341643 0.00103671
0.350861 0.00105828
0.360196 0.00107961
0.369652 0.0011007
0.379234 0.00112153
0.38895 0.0011421
0.398805 0.00116239
0.408805 0.00118239
0.418957 0.00120209
0.429269 0.00122146
0.439747 0.00124051
0.450399 0.0012592
0.461232 0.00127754
0.472255 0.00129549
0.483477 0.00131305
0.494905 0.00133019
0.506549 0.0013469
0.518418 0.00136316
0.530522 0.00137896
0.54287 0.00139426
0.555514 0.00140897
0.568379 0.00142324
0.581528 0.00143694
0.594963 0.00145007
0.608696 0.00146261
0.622737 0.00147453
0.637218 0.00148556
0.651896 0.00149621
0.666941 0.00150612
0.682333 0.00151533
0.698088 0.00152382
0.714214 0.00153157
0.730721 0.00153856
0.747614 0.00154477
0.764901 0.0015502
0.782585 0.00155483
0.800667 0.00155867
0.819141 0.00156172
0.837997 0.00156401
0.857213 0.00156557
0.87675 0.0015665
0.896552 0.0015669
0.916536 0.00156693
0.936595 0.00156681
0.956614 0.00156677
0.976496 0.00156701
0.9962 0.0015676
1.01577 0.00156847
1.0353 0.00156941
1.05492 0.00157015
1.07473 0.00157054
1.09471 0.00157058
1.11479 0.00157042
1.13484 0.00157032
1.15466 0.00157067
1.17441 0.00157118
1.19403 0.00157194
1.21363 0.00157274
