v ATLAS
# This file was created by ATLAS version 5.26.1.R on Thu Apr 19 08:08:29 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 7 210 301 300 302 304 303 305
d   3.230000e+00  1.500000e+12  0.000000e+00  1.500000e+12  8.419175e+07  0.000000e+00  8.419175e+07
d   3.149250e+00  1.174413e+12  0.000000e+00  1.174413e+12  1.075326e+08  0.000000e+00  1.075326e+08
d   3.149250e+00  1.174413e+12  0.000000e+00  1.174413e+12  1.075326e+08  0.000000e+00  1.075326e+08
d   3.068500e+00  9.194967e+11  0.000000e+00  9.194967e+11  1.373443e+08  0.000000e+00  1.373443e+08
d   3.068500e+00  9.194967e+11  0.000000e+00  9.194967e+11  1.373443e+08  0.000000e+00  1.373443e+08
d   2.987750e+00  7.199124e+11  0.000000e+00  7.199124e+11  1.754208e+08  0.000000e+00  1.754208e+08
d   2.987750e+00  7.199124e+11  0.000000e+00  7.199124e+11  1.754208e+08  0.000000e+00  1.754208e+08
d   2.907000e+00  5.636494e+11  0.000000e+00  5.636494e+11  2.240535e+08  0.000000e+00  2.240535e+08
d   2.907000e+00  5.636494e+11  0.000000e+00  5.636494e+11  2.240535e+08  0.000000e+00  2.240535e+08
d   2.826250e+00  4.413047e+11  0.000000e+00  4.413047e+11  2.861688e+08  0.000000e+00  2.861688e+08
d   2.826250e+00  4.413047e+11  0.000000e+00  4.413047e+11  2.861688e+08  0.000000e+00  2.861688e+08
d   2.745500e+00  3.455159e+11  0.000000e+00  3.455159e+11  3.655045e+08  0.000000e+00  3.655045e+08
d   2.745500e+00  3.455159e+11  0.000000e+00  3.455159e+11  3.655045e+08  0.000000e+00  3.655045e+08
d   2.664750e+00  2.705188e+11  0.000000e+00  2.705188e+11  4.668349e+08  0.000000e+00  4.668349e+08
d   2.664750e+00  2.705188e+11  0.000000e+00  2.705188e+11  4.668349e+08  0.000000e+00  4.668349e+08
d   2.584000e+00  2.118005e+11  0.000000e+00  2.118005e+11  5.962575e+08  0.000000e+00  5.962575e+08
d   2.584000e+00  2.118005e+11  0.000000e+00  2.118005e+11  5.962575e+08  0.000000e+00  5.962575e+08
d   2.503250e+00  1.658274e+11  0.000000e+00  1.658274e+11  7.615605e+08  0.000000e+00  7.615605e+08
d   2.503250e+00  1.658274e+11  0.000000e+00  1.658274e+11  7.615605e+08  0.000000e+00  7.615605e+08
d   2.422500e+00  1.298332e+11  0.000000e+00  1.298332e+11  9.726911e+08  0.000000e+00  9.726911e+08
d   2.422500e+00  1.298332e+11  0.000000e+00  1.298332e+11  9.726911e+08  0.000000e+00  9.726911e+08
d   2.341750e+00  1.016518e+11  0.000000e+00  1.016518e+11  1.242354e+09  0.000000e+00  1.242354e+09
d   2.341750e+00  1.016518e+11  0.000000e+00  1.016518e+11  1.242354e+09  0.000000e+00  1.242354e+09
d   2.261000e+00  7.958748e+10  0.000000e+00  7.958748e+10  1.586778e+09  0.000000e+00  1.586778e+09
d   2.261000e+00  7.958748e+10  0.000000e+00  7.958748e+10  1.586778e+09  0.000000e+00  1.586778e+09
d   2.180250e+00  6.231236e+10  0.000000e+00  6.231236e+10  2.026687e+09  0.000000e+00  2.026687e+09
d   2.180250e+00  6.231236e+10  0.000000e+00  6.231236e+10  2.026687e+09  0.000000e+00  2.026687e+09
d   2.099500e+00  4.878695e+10  0.000000e+00  4.878695e+10  2.588553e+09  0.000000e+00  2.588553e+09
d   2.099500e+00  4.878695e+10  0.000000e+00  4.878695e+10  2.588553e+09  0.000000e+00  2.588553e+09
d   2.018750e+00  3.819734e+10  0.000000e+00  3.819734e+10  3.306189e+09  0.000000e+00  3.306189e+09
