low-field
0 9 9
E Field
Carrier Density
Temperature
Monte Carlo Velocity
Model Velocity
CI Velocity
Monte Carlo Mobility
Model Mobility
CI Mobility
1000 1e+14 250 1.59936e+06 1.58704e+06 1.58704e+06 1599.36 1587.04 1587.04 
1000 1e+14 275 1.41385e+06 1.36302e+06 1.36302e+06 1413.85 1363.02 1363.02 
1000 1e+14 300 1.24466e+06 1.18623e+06 1.18623e+06 1244.66 1186.23 1186.23 
1000 1e+14 325 1.01462e+06 1.04393e+06 1.04393e+06 1014.62 1043.93 1043.93 
1000 1e+14 350 889268 927439 927439 889.268 927.439 927.439 
1000 1e+14 375 831981 830706 830706 831.981 830.706 830.706 
1000 1e+14 400 717276 749373 749373 717.276 749.373 749.373 
1000 1e+14 425 667921 680241 680241 667.921 680.241 680.241 
1000 1e+14 450 599560 620912 620912 599.56 620.912 620.912 
1000 1e+14 475 591497 569562 569562 591.497 569.562 569.562 
1000 1e+14 500 505944 524778 524778 505.944 524.778 524.778 
1000 1e+14 525 484203 485452 485452 484.203 485.452 485.452 
1000 1e+14 550 464236 450703 450703 464.236 450.703 450.703 
1000 1e+14 575 442994 419825 419825 442.994 419.825 419.825 
1000 1e+14 600 378921 392246 392246 378.921 392.246 392.246 
