v ATLAS
# This file was created by ATLAS version 5.26.1.R on Tue May  8 01:34:59 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 7 210 76 75 205 79 78 206
d   3.100000e+00  1.000000e+19  1.500000e+17  1.015000e+19  1.810703e+08  1.642975e+14  1.642976e+14
d   3.100000e+00  1.000000e+19  1.500000e+17  1.015000e+19  1.810703e+08  1.642975e+14  1.642976e+14
d   3.084422e+00  1.426678e+18  1.499112e+17  1.576590e+18  2.061700e+08  2.287942e+14  2.287944e+14
d   3.084422e+00  1.426678e+18  1.499112e+17  1.576590e+18  2.061700e+08  2.287942e+14  2.287944e+14
d   3.068844e+00  2.035411e+17  1.496449e+17  3.531861e+17  2.347490e+08  3.159365e+14  3.159367e+14
d   3.068844e+00  2.035411e+17  1.496449e+17  3.531861e+17  2.347490e+08  3.159365e+14  3.159367e+14
d   3.053266e+00  2.903877e+16  1.492023e+17  1.782411e+17  2.672895e+08  4.326086e+14  4.326089e+14
d   3.053266e+00  2.903877e+16  1.492023e+17  1.782411e+17  2.672895e+08  4.326086e+14  4.326089e+14
d   3.037688e+00  4.142898e+15  1.485848e+17  1.527277e+17  3.043408e+08  5.873962e+14  5.873965e+14
d   3.037688e+00  4.142898e+15  1.485848e+17  1.527277e+17  3.043408e+08  5.873962e+14  5.873965e+14
d   3.022111e+00  5.910584e+14  1.477947e+17  1.483857e+17  3.465281e+08  7.908747e+14  7.908750e+14
d   3.022111e+00  5.910584e+14  1.477947e+17  1.483857e+17  3.465281e+08  7.908747e+14  7.908750e+14
d   3.006533e+00  8.432502e+13  1.468346e+17  1.469189e+17  3.945633e+08  1.055905e+15  1.055905e+15
d   3.006533e+00  8.432502e+13  1.468346e+17  1.469189e+17  3.945633e+08  1.055905e+15  1.055905e+15
d   2.990955e+00  1.203047e+13  1.457080e+17  1.457201e+17  4.492571e+08  1.397921e+15  1.397922e+15
d   2.990955e+00  1.203047e+13  1.457080e+17  1.457201e+17  4.492571e+08  1.397921e+15  1.397922e+15
d   2.975377e+00  1.716361e+12  1.444189e+17  1.444206e+17  5.115325e+08  1.835190e+15  1.835191e+15
d   2.975377e+00  1.716361e+12  1.444189e+17  1.444206e+17  5.115325e+08  1.835190e+15  1.835191e+15
d   2.959799e+00  2.448695e+11  1.429716e+17  1.429719e+17  5.824404e+08  2.389021e+15  2.389022e+15
d   2.959799e+00  2.448695e+11  1.429716e+17  1.429719e+17  5.824404e+08  2.389021e+15  2.389022e+15
d   2.944221e+00  3.493500e+10  1.413713e+17  1.413713e+17  6.631775e+08  3.083895e+15  3.083896e+15
d   2.944221e+00  3.493500e+10  1.413713e+17  1.413713e+17  6.631775e+08  3.083895e+15  3.083896e+15
d   2.928643e+00  4.984100e+09  1.396233e+17  1.396233e+17  7.551062e+08  3.947479e+15  3.947480e+15
d   2.928643e+00  4.984100e+09  1.396233e+17  1.396233e+17  7.551062e+08  3.947479e+15  3.947480e+15
d   2.913065e+00  7.110708e+08  1.377336e+17  1.377336e+17  8.597779e+08  5.010496e+15  5.010497e+15
d   2.913065e+00  7.110708e+08  1.377336e+17  1.377336e+17  8.597779e+08  5.010496e+15  5.010497e+15
d   2.897487e+00  1.014469e+08  1.357086e+17  1.357086e+17  9.789591e+08  6.306409e+15  6.306410e+15
d   2.897487e+00  1.014469e+08  1.357086e+17  1.357086e+17  9.789591e+08  6.306409e+15  6.306410e+15
d   2.881910e+00  1.447321e+07  1.335550e+17  1.335550e+17  1.114661e+09  7.870896e+15  7.870897e+15
