v "MOCASIM 5.13.0.A"
# silvaco.file ASCII version=1.12.5 format=1 contents=SDB,Tables=1

Copyright "###################################################################"
Copyright "#               Copyright Silvaco International (c)               #"
Copyright "#                            1992-2001                            #"
Copyright "#                                                                 #"
Copyright "# This file format and the following Key are copyright Silvaco    #"
Copyright "# International. You may not use, this format or key without      #"
Copyright "# reproducing this message in full and obtaining                  #"
Copyright "# express written permission from Silvaco International.          #"
Copyright "#                                                                 #"
Copyright "# To obtain such permission please contact: Silvaco International #"
Copyright "#                                           support@silvaco.com   #"
Copyright "#                                                                 #"
Copyright "# KEY=SVC86hn7562asdx                       PROD=345              #"
Copyright "###################################################################"
#libSDB 1.10.14 (Thu May 14 16:13:34 PDT 2009)
j 1 1
k 0
p 36 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10011 10012 10013 10014 10015 10016 10017 10018 10019 10020 10021 10022 10023 10024 10025 10026 10027 10028 10029 10030 10031 10032 10033 10034 10035
d 0 30769993723.255405 0 2508465646459.9043 0 606313626106.33545 0 0 0 0 3145549266289.4951 210830956436.39459 0 4684599798857.6396 0 324052514607.91113 2075541937337.4697 0 479024102801.13477 1232761977982.2861 0 0 9006811288022.8359 548293975490.40875 0 6344901232564.3994 0 238489193396.9043 1573037476739.6816 0 561493266859.13086 1612441964350.4512 1898214492476.4316 4846909653070.2402 17623781254947.648 29776141809259.98
d 0.01 42678017383.652809 40017551989.03466 2461608711177.9297 0 853542956132.07568 0 0 0 0 3397847236682.6929 287729043604.52655 255129359054.31757 4595309758008.4854 0 456703596683.23535 2225456090646.3672 0 483349104677.66797 1245788312792.6309 0 0 9549465265467.2305 739309810718.29126 628238094082.64233 6219778898620.4502 0 336758341598.19238 1682653747234.0723 0 565627446873.82812 1625468185219.1621 1924393584036.4238 4935179064562.4141 18657407172945.477 31604719675095.398
d 0.02 59423075236.689377 57620224863.000168 2382002143355.3267 0 1196213036866.1045 0 0 0 0 3695258480321.1206 395068227933.04401 373174291812.95062 4443004391202.7715 0 641477441959.40234 2500280747227.873 0 491974634715.42578 1271718600045.3848 0 0 10116698334896.852 1004212545688.6273 930762164171.3092 6004978002875.7266 0 474796404258.67383 1883427070667.9326 0 573903153919.54688 1651532312003.6914 1976307590856.2871 5109246432519.5566 19609165676961.352 33421122492179.324
d 0.03 72207935591.420197 71269541837.201202 2316342369314.1299 0 1452035269730.979 0 0 0 0 3911855116473.7305 476358721669.01068 465230069534.16168 4316702193014.2231 0 780351566423.28516 2750044982016.665 0 500570673233.22266 1297499438589.4688 0 0 10586757644480.037 1203381935866.4917 1167621884049.8633 5825312799036.8574 0 579740164341.77148 2065495283123.2266 0 582189323398.82227 1677614885177.3262 2027673299455.7109 5280311428401.2656 20409341002851.336 34907953763805.102
d 0.04 82952755592.355545 82885970291.968948 2260853960856.4375 0 1661969318943.5591 0 0 0 0 4088662005684.3213 544202942643.79987 543903776855.07831 4209389697889.5225 0 895063175719.89258 2981122625802.4199 3512243101228.0586 509140751071.08594 1323146101813.7988 0 0 14518212173023.656 1368565679375.9741 1370585756006.5308 5671360275879.4141 0 667404789335.1377 2233447899253.2266 2647606399677.3145 590486720122.95117 1703719176678.3242 2078538508429.5566 5448682486258.2461 23780397691016.676 42387271869724.656
d 0.05 92401545448.049179 93213772928.098648 2213105629379.8472 4882774361575.1182 1842071999015.0293 0 0 0 0 9123567308346.1426 603482243292.50879 614079047653.9563 4116548020057.3242 9228674674738.5371 994106361078.62305 3197630041707.6055 4865406211876.8203 517688150752.54297 1348672626854.1445 0 0 25486287378012.062 1512056771374.7073 1551951760901.6565 5537043427663.625 12759695684933.379 743938535919.43359 2390271871357.6719 3743659430784.4258 598796071395.17188 1729848279498.3281 2128946102362.6328 5614626965552.3984 38310834901743.43 72920689588101.625
d 0.06 100936077094.03363 102634959151.44827 2171438114644.4238 5610762022996.7871 2000675474921.4062 0 0 0 0 9986446648808.0996 656700357233.87585 678261478905.9093 4035091536681.2256 10592993862353.723 1081875294695.3555 3402407747218.9648 5926913465754.8945 526215929185.8125 1374091946040.8984 0 0 28274551618070.66 1640157998322.9875 1718025121047.4998 5418208857918.5771 14620504321275.193 812505903378.70703 2538039902038.5859 4588109857576.6758 607118069435.07031 1756005120574.2773 2178934720181.8398 5778378329495.7734 41655988201245.188 79916986468123.938
d 0.07 108783279774.78888 111376686998.45676 2134668097766.0225 6002807982601.9004 2142787250797.0977 0 0 0 0 10500423297938.266 705344899581.73682 737940406053.89502 3962818488361.9092 11320296814476.727 1161003003339.627 3597513283590.9453 6834306537946.457 534726937796.85938 1399416001015.0312 0 0 30253366372163.188 1756612570332.9197 1872550758528.2815 5311890129717.8145 15595869189354.141 874993506316.91797 2678259777412.0156 5302600096560.957 615453373608.70703 1782192472530.418 2228539311699.3672 5940141794237.2578 43959102980298.797 84712892650400.25
d 0.08 116091105785.06967 119587130712.49582 2101921990933.356 6233348874124.9629 2271707550406.5938 0 0 0 0 10842656651962.479 750385359002.35193 794086964051.0426 3898102497024.6758 11741376438996.236 1233219942976.2402 3784493411604.5664 7642903512587.1484 543223840440.05859 1424655842226.0039 0 0 31812447808908.324 1863858858429.6614 2017968480630.2571 5215893958512.3145 16145559836205.064 932635033885.34375 2812068829787.6289 5934296889833.207 623802612483.04688 1808412964392.1562 2277791604325.6875 6100098828263.0703 45732387896747.438 88387492357618.25
d 0.09 122962387309.3219 127369338405.40509 2072536599178.8032 6374875013038.4453 2389754566226.9639 0 0 0 0 11087497904158.939 792495309643.22363 847376323035.29907 3839708153186.8096 11993750640468.631 1299738477098.6152 3964545555318.7891 8381551813300.0156 551709129378.57422 1449821716036.6367 0 0 33120697117466.594 1963590227157.1604 2155972960194.0334 5128552724896.8359 16460831951526.564 986290544322.48828 2940349986005.6367 6507390472526.3984 632166385721.08594 1834669091378.7969 2326720497008.5547 6258410775055.3594 47194945615792.914 91403140637418.438
