v ATLAS
# This file was created by ATLAS version 5.26.1.R on Tue May  8 00:55:11 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 7 210 301 300 302 304 303 305
d   3.200000e+00  2.380000e+12  0.000000e+00  2.380000e+12  2.849437e+02  0.000000e+00  2.849437e+02
d   3.200000e+00  2.380000e+12  0.000000e+00  2.380000e+12  2.849437e+02  0.000000e+00  2.849437e+02
d   3.060870e+00  1.144348e+12  0.000000e+00  1.144348e+12  1.145499e+03  0.000000e+00  1.145499e+03
d   3.060870e+00  1.144348e+12  0.000000e+00  1.144348e+12  1.145499e+03  0.000000e+00  1.145499e+03
d   2.921739e+00  5.502237e+11  0.000000e+00  5.502237e+11  4.605011e+03  0.000000e+00  4.605011e+03
d   2.921739e+00  5.502237e+11  0.000000e+00  5.502237e+11  4.605011e+03  0.000000e+00  4.605011e+03
d   2.782609e+00  2.645577e+11  0.000000e+00  2.645577e+11  1.851256e+04  0.000000e+00  1.851256e+04
d   2.782609e+00  2.645577e+11  0.000000e+00  2.645577e+11  1.851256e+04  0.000000e+00  1.851256e+04
d   2.643478e+00  1.272042e+11  0.000000e+00  1.272042e+11  7.442217e+04  0.000000e+00  7.442217e+04
d   2.643478e+00  1.272042e+11  0.000000e+00  1.272042e+11  7.442217e+04  0.000000e+00  7.442217e+04
d   2.504348e+00  6.116215e+10  0.000000e+00  6.116215e+10  2.991838e+05  0.000000e+00  2.991838e+05
d   2.504348e+00  6.116215e+10  0.000000e+00  6.116215e+10  2.991838e+05  0.000000e+00  2.991838e+05
d   2.365217e+00  2.940789e+10  0.000000e+00  2.940789e+10  1.202746e+06  0.000000e+00  1.202746e+06
d   2.365217e+00  2.940789e+10  0.000000e+00  2.940789e+10  1.202746e+06  0.000000e+00  1.202746e+06
d   2.226087e+00  1.413986e+10  0.000000e+00  1.413986e+10  4.835147e+06  0.000000e+00  4.835147e+06
d   2.226087e+00  1.413986e+10  0.000000e+00  1.413986e+10  4.835147e+06  0.000000e+00  4.835147e+06
d   2.086957e+00  6.798705e+09  0.000000e+00  6.798705e+09  1.943773e+07  0.000000e+00  1.943773e+07
d   2.086957e+00  6.798705e+09  0.000000e+00  6.798705e+09  1.943773e+07  0.000000e+00  1.943773e+07
d   1.947826e+00  3.268943e+09  0.000000e+00  3.268943e+09  7.814142e+07  0.000000e+00  7.814142e+07
d   1.947826e+00  3.268943e+09  0.000000e+00  3.268943e+09  7.814142e+07  0.000000e+00  7.814142e+07
d   1.808696e+00  1.571768e+09  0.000000e+00  1.571768e+09  3.141356e+08  0.000000e+00  3.141356e+08
d   1.808696e+00  1.571768e+09  0.000000e+00  1.571768e+09  3.141356e+08  0.000000e+00  3.141356e+08
d   1.669565e+00  7.557353e+08  0.000000e+00  7.557353e+08  1.262853e+09  0.000000e+00  1.262853e+09
d   1.669565e+00  7.557353e+08  0.000000e+00  7.557353e+08  1.262853e+09  0.000000e+00  1.262853e+09
d   1.530435e+00  3.633715e+08  0.000000e+00  3.633715e+08  5.076784e+09  0.000000e+00  5.076784e+09
d   1.530435e+00  3.633715e+08  0.000000e+00  3.633715e+08  5.076784e+09  0.000000e+00  5.076784e+09
d   1.391304e+00  1.747157e+08  0.000000e+00  1.747157e+08  2.040913e+10  0.000000e+00  2.040913e+10
d   1.391304e+00  1.747157e+08  0.000000e+00  1.747157e+08  2.040913e+10  0.000000e+00  2.040913e+10
d   1.252174e+00  8.400655e+07  0.000000e+00  8.400655e+07  8.204655e+10  0.000000e+00  8.204655e+10
d   1.252174e+00  8.400655e+07  0.000000e+00  8.400655e+07  8.204655e+10  0.000000e+00  8.204655e+10
d   1.113043e+00  4.039190e+07  0.000000e+00  4.039190e+07  3.298345e+11  0.000000e+00  3.298345e+11
d   1.113043e+00  4.039190e+07  0.000000e+00  4.039190e+07  3.298345e+11  0.000000e+00  3.298345e+11
d   9.739130e-01  1.942117e+07  0.000000e+00  1.942117e+07  1.325965e+12  0.000000e+00  1.325965e+12
d   9.739130e-01  1.942117e+07  0.000000e+00  1.942117e+07  1.325965e+12  0.000000e+00  1.325965e+12
d   8.347826e-01  9.338059e+06  0.000000e+00  9.338059e+06  5.330497e+12  0.000000e+00  5.330497e+12
d   8.347826e-01  9.338059e+06  0.000000e+00  9.338059e+06  5.330497e+12  0.000000e+00  5.330497e+12
d   6.956522e-01  4.489912e+06  0.000000e+00  4.489912e+06  2.142908e+13  0.000000e+00  2.142908e+13
d   6.956522e-01  4.489912e+06  0.000000e+00  4.489912e+06  2.142908e+13  0.000000e+00  2.142908e+13
d   5.565217e-01  2.158833e+06  0.000000e+00  2.158833e+06  8.614683e+13  0.000000e+00  8.614683e+13
d   5.565217e-01  2.158833e+06  0.000000e+00  2.158833e+06  8.614683e+13  0.000000e+00  8.614683e+13
d   4.173913e-01  1.038007e+06  0.000000e+00  1.038007e+06  3.463180e+14  0.000000e+00  3.463180e+14
d   4.173913e-01  1.038007e+06  0.000000e+00  1.038007e+06  3.463180e+14  0.000000e+00  3.463180e+14
d   2.782609e-01  4.990928e+05  0.000000e+00  4.990928e+05  1.392230e+15  0.000000e+00  1.392230e+15
d   2.782609e-01  4.990928e+05  0.000000e+00  4.990928e+05  1.392230e+15  0.000000e+00  1.392230e+15
d   1.391304e-01  2.399730e+05  0.000000e+00  2.399730e+05  5.596889e+15  0.000000e+00  5.596889e+15
d   1.391304e-01  2.399730e+05  0.000000e+00  2.399730e+05  5.596889e+15  0.000000e+00  5.596889e+15
d   0.000000e+00  1.153835e+05  0.000000e+00  1.153835e+05  2.250000e+16  0.000000e+00  2.250000e+16
d   0.000000e+00  1.153835e+05  0.000000e+00  1.153835e+05  2.250000e+16  0.000000e+00  2.250000e+16
