v ATLAS
# This file was created by ATLAS version 5.26.1.R on Tue May  8 00:55:11 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 7 210 76 75 205 79 78 206
d   3.200000e+00  8.000000e+18  0.000000e+00  8.000000e+18  5.698874e+07  1.234098e+12  1.234155e+12
d   3.200000e+00  8.000000e+18  0.000000e+00  8.000000e+18  5.698874e+07  1.234098e+12  1.234155e+12
d   2.909091e+00  4.917559e+14  0.000000e+00  4.917559e+14  1.045180e+09  9.917696e+15  9.917697e+15
d   2.909091e+00  4.917559e+14  0.000000e+00  4.917559e+14  1.045180e+09  9.917696e+15  9.917697e+15
d   2.618182e+00  3.022798e+10  0.000000e+00  3.022798e+10  1.916873e+10  3.554419e+12  3.573588e+12
d   2.618182e+00  3.022798e+10  0.000000e+00  3.022798e+10  1.916873e+10  3.554419e+12  3.573588e+12
d   2.327273e+00  1.858098e+06  0.000000e+00  1.858098e+06  3.515568e+11  5.680979e+01  3.515568e+11
d   2.327273e+00  1.858098e+06  0.000000e+00  1.858098e+06  3.515568e+11  5.680979e+01  3.515568e+11
d   2.036364e+00  1.142163e+02  0.000000e+00  1.142163e+02  6.447593e+12  4.049248e-17  6.447593e+12
d   2.036364e+00  1.142163e+02  0.000000e+00  1.142163e+02  6.447593e+12  4.049248e-17  6.447593e+12
d   1.745455e+00  7.020820e-03  0.000000e+00  7.020820e-03  1.182496e+14  1.287130e-42  1.182496e+14
d   1.745455e+00  7.020820e-03  0.000000e+00  7.020820e-03  1.182496e+14  1.287130e-42  1.182496e+14
d   1.454545e+00  4.315662e-07  0.000000e+00  4.315662e-07  2.168712e+15  1.824597e-75  2.168712e+15
d   1.454545e+00  4.315662e-07  0.000000e+00  4.315662e-07  2.168712e+15  1.824597e-75  2.168712e+15
d   1.163636e+00  2.652815e-11  0.000000e+00  2.652815e-11  3.977443e+16 1.153475e-115  3.977443e+16
d   1.163636e+00  2.652815e-11  0.000000e+00  2.652815e-11  3.977443e+16 1.153475e-115  3.977443e+16
d   8.727273e-01  1.630672e-15  0.000000e+00  1.630672e-15  7.294678e+17 3.251969e-163  7.294678e+17
d   8.727273e-01  1.630672e-15  0.000000e+00  1.630672e-15  7.294678e+17 3.251969e-163  7.294678e+17
d   5.818182e-01  1.002366e-19  0.000000e+00  1.002366e-19  1.337853e+19 4.088661e-218  1.337853e+19
d   5.818182e-01  1.002366e-19  0.000000e+00  1.002366e-19  1.337853e+19 4.088661e-218  1.337853e+19
d   2.909091e-01  6.161489e-24  0.000000e+00  6.161489e-24  2.453637e+20 2.292517e-280  2.453637e+20
d   2.909091e-01  6.161489e-24  0.000000e+00  6.161489e-24  2.453637e+20 2.292517e-280  2.453637e+20
d   0.000000e+00  3.787436e-28  0.000000e+00  3.787436e-28  4.500000e+21  0.000000e+00  4.500000e+21
d   0.000000e+00  3.787436e-28  0.000000e+00  3.787436e-28  4.500000e+21  0.000000e+00  4.500000e+21
