v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 02:22:55 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 1.2 (V) 
# Electrode #1 = 0 (V) 
# Electrode #2 = 1 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  
p 2 3000  3001 
d  -1.17131598   8.4e-13  
d  -1.10468025   8.4e-13  
d  -1.09558302   8.4e-13  
d  -1.08935389   8.4e-13  
d  -1.07939809   8.4e-13  
d  -1.06846675   8.4e-13  
d  -1.05913153   8.4e-13  
d  -1.05242779   8.4e-13  
d  -1.04753898   8.4e-13  
d  -1.04382031   8.4e-13  
d  -1.03944364   8.4e-13  
d  -1.03471768   8.4e-13  
d  -1.03018144   8.4e-13  
d  -1.02610569   8.4e-13  
d  -1.02251645   8.4e-13  
d  -1.01777089   8.4e-13  
d  -1.01191073   8.4e-13  
d  -1.0051877   8.4e-13  
d  -0.997876728   8.4e-13  
d  -0.99066245   8.4e-13  
d  -0.984093003   8.4e-13  
d  -0.978727235   8.4e-13  
d  -0.974422143   8.4e-13  
d  -0.969255521   8.4e-13  
d  -0.962608152   8.4e-13  
d  -0.954914967   8.4e-13  
d  -0.947641793   8.4e-13  
d  -0.941814874   8.4e-13  
d  -0.93700249   8.4e-13  
d  -0.933095638   8.4e-13  
d  -0.927293339   8.4e-13  
d  -0.918812795   8.4e-13  
d  -0.907007745   8.4e-13  
d  -0.895373158   8.4e-13  
d  -0.886972081   8.4e-13  
d  -0.881025227   8.4e-13  
d  -0.876528356   8.4e-13  
d  -0.87289979   8.4e-13  
d  -0.870041104   8.4e-13  
d  -0.867256926   8.4e-13  
d  -0.864355813   8.4e-13  
d  -0.861350557   8.4e-13  
d  -0.85733642   8.4e-13  
d  -0.852149544   8.4e-13  
d  -0.846521789   8.4e-13  
d  -0.839885062   8.4e-13  
d  -0.833634725   8.4e-13  
d  -0.827865507   8.4e-13  
d  -0.823054458   8.4e-13  
d  -0.819103921   8.4e-13  
d  -0.814271787   8.4e-13  
d  -0.807409473   8.4e-13  
d  -0.799184624   8.4e-13  
d  -0.791480209   8.4e-13  
d  -0.785007367   8.4e-13  
d  -0.779450621   8.4e-13  
d  -0.775205465   8.4e-13  
d  -0.77090222   8.4e-13  
d  -0.764828826   8.4e-13  
d  -0.756004232   8.4e-13  
d  -0.744719566   8.4e-13  
d  -0.73433032   8.4e-13  
d  -0.726588046   8.4e-13  
d  -0.720943067   8.4e-13  
d  -0.716421712   8.4e-13  
d  -0.712686962   8.4e-13  
d  -0.70981922   8.4e-13  
d  -0.707235066   8.4e-13  
d  -0.704489724   8.4e-13  
d  -0.701693353   8.4e-13  
d  -0.698123679   8.4e-13  
d  -0.693428384   8.4e-13  
d  -0.687771603   8.4e-13  
