v DBInternal
# silvaco.file ASCII version=1.14.23 format=1 contents=SDB,Tables=1

Copyright "###################################################################"
Copyright "#                    Copyright Silvaco Inc. (c)                   #"
Copyright "#                            1992-2014                            #"
Copyright "#                                                                 #"
Copyright "# This file format and the following Key are copyright Silvaco    #"
Copyright "# International. You may not use, this format or key without      #"
Copyright "# reproducing this message in full and obtaining                  #"
Copyright "# express written permission from Silvaco Inc.                    #"
Copyright "#                                                                 #"
Copyright "# To obtain such permission please contact: Silvaco Inc.          #"
Copyright "#                                           support@silvaco.com   #"
Copyright "#                                                                 #"
Copyright "# KEY=SVC86hn7562asdx                       PROD=345              #"
Copyright "###################################################################"
#dbinternal 2.11.7.R (Thu Feb  8 16:02:37 GMT 2018)
#libSDB 1.12.42 (Thu Oct 26 19:20:24 PDT 2017)
p 6 10000 10001 10002 10003 10004 10005
d 1 79710415856641296 0.1049473914153471 0.51288258956225363 0.013371 0.0123143
d 2 81152918692911664 0.094665829895997172 0.42245033500087559 0.0154384 0.0125859
d 3 78771982285907808 0.098449237084219723 0.43029782620084722 0.0143467 0.0124369
d 4 78385299506240256 0.10693499850727491 0.52127692016463933 0.0127908 0.0122218
d 5 83245804430860128 0.095996387005266803 0.53631815390138504 0.0152162 0.0123978
d 6 72500011563334800 0.112577548340682 0.47879684805551781 0.0110347 0.0119704
d 7 73351769904126080 0.1168534264082782 0.47269790939697592 0.0107722 0.0120795
d 8 75027172707408608 0.096832117063346268 0.57523938651214179 0.0129577 0.0117563
d 9 80681274646172448 0.1096101579553235 0.55874842760512677 0.0128215 0.0123216
d 10 83778511876017520 0.094435310778210657 0.52706449454008497 0.0155844 0.0124401
d 11 77418281063115376 0.098873462377121454 0.48133461857105941 0.0136939 0.0121842
d 12 81058563937484192 0.09096654400068982 0.51383077570443236 0.0153905 0.0122611
d 13 75199254463905664 0.1105280630720086 0.46234173104437271 0.0119437 0.0122028
d 14 83343701674418368 0.084691961849110195 0.51686638273712293 0.0167415 0.0123372
d 15 94269768364245872 0.1163593538751331 0.50367695113789401 0.0151903 0.0134298
d 16 80208860817467216 0.1196213694803836 0.54852126237978682 0.011544 0.0123819
d 17 78306269522265584 0.1004219711634828 0.47237533415445471 0.0137724 0.0122875
d 18 87887500633678704 0.09061319921998276 0.58118902863495747 0.0168775 0.012513
d 19 80559332454577008 0.1053760814717432 0.55378527581808101 0.0133296 0.0122781
d 20 80747497144496224 0.108679605619945 0.50293682051747823 0.0131949 0.0124519
d 21 71733190694795904 0.1053522244875929 0.47952914911457611 0.0116387 0.0118507
d 22 73859367379492528 0.1044797614185462 0.60474464793220983 0.0117106 0.011697
d 23 78371025425324080 0.10660321978010751 0.53515093052980989 0.0127614 0.0121832
d 24 83147396252919520 0.088960796710312803 0.34210496125048478 0.0172734 0.0129539
d 25 80060507488222704 0.10536056865316069 0.46516601579117911 0.0136274 0.0124812
d 26 80459606759263664 0.096043094702724041 0.5481375864660355 0.014475 0.0121826
d 27 81982100946434176 0.091773098350192803 0.49946725335316611 0.0155937 0.0123723
d 28 80422157695203600 0.10765494662171619 0.46554674209259611 0.0134319 0.0125293
d 29 75045727591182944 0.096182953130088678 0.59221879542715516 0.0129747 0.0117142
d 30 83904202782024608 0.092677492435078501 0.47691973511569191 0.0160777 0.0125757
d 31 72348813521789712 0.092970544947722278 0.44149009705860182 0.0133193 0.0118946
d 32 76160540307696592 0.077100969614754572 0.5876630642829842 0.0154353 0.0115972
d 33 84000365446367008 0.096125856352016217 0.41002641260637152 0.0160556 0.012836
d 34 83093400145776480 0.089174393137619115 0.55373165056571483 0.0159518 0.0122649
d 35 82125892881519072 0.082045656232884304 0.54162370899255863 0.0166378 0.0121615
d 36 77490321987725072 0.1111649246928527 0.5122813252127455 0.0121242 0.0122231
d 37 77411502565359120 0.1075123218935629 0.49158337387403689 0.0126352 0.0122399
d 38 82745464091212416 0.098426544495093068 0.54443586496594831 0.0147525 0.0123699
d 39 76025216186631728 0.1019574737357322 0.55640483180341838 0.0126737 0.0119227
d 40 79867589660490272 0.1042803996732536 0.51218130382060223 0.0134838 0.0123209
d 41 81582587097333840 0.10472936799518209 0.59299015516775033 0.0134962 0.0122558
d 42 77114333169551696 0.092322865601995097 0.41225223317302312 0.0147604 0.0123209
d 43 85594050931963040 0.10311575579143981 0.52282130900607993 0.014931 0.0126634
d 44 68779697158943712 0.10038479141363731 0.5365979285414838 0.0112402 0.0114306
d 45 83038547708202960 0.094813040649294272 0.54365576563126317 0.0152801 0.0123505
d 46 82094718111537360 0.093533940677220956 0.38142476594768798 0.0161022 0.0127854
d 47 84320221799872768 0.09900158765848889 0.56204686752659738 0.0149875 0.012436
d 48 86132858579862496 0.11814041819876051 0.48933375014388392 0.0132677 0.0129502
d 49 78066248919193760 0.10365812992547919 0.48235823017310298 0.0132767 0.012274
d 50 82384254146286272 0.1027180341877606 0.5633797860585148 0.0140489 0.0123476
d 51 78577156563119568 0.1224783759866992 0.43555085186107773 0.0114304 0.012639
d 52 78609671892236208 0.1098268974230457 0.5348460522348375 0.0124366 0.0122328
d 53 69875921240570176 0.095488364377180349 0.4915741198497347 0.0121994 0.011586
d 54 84165769803908064 0.10861772899997101 0.53867067738281782 0.0138192 0.0125924
d 55 86277539301666608 0.092465448474636475 0.4691058442599248 0.0167531 0.0127542
