v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 02:28:40 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 0 (V) 
# Electrode #1 = 2 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  
o 3 DOS(1/eV cm)  (electrons)  y=-0.03 
o 4 DOS(1/eV cm)  (electrons)  y=0.01 
o 5 DOS(1/eV cm)  (electrons)  y=0.014 
o 6 DOS(1/eV cm)  (electrons)  y=0.018 
o 7 DOS(1/eV cm)  (electrons)  y=0.06 
o 8 J(A/eV)  (electrons)  y=0.06 
p 8 3000  3001  3002  3003  3004  3005  3006  3007 
d  -2.13137314   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.13068425   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.12999537   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.12944885   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.12652192   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.1244729   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.12234058   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.11815923   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.11757267   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.11396747   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.11067244   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.10975881   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.10611195   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.10398391   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.1037722   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.10185587   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.0995374   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.09721641   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.09687197   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.09489541   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -2.09257441   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4.2463083e-15   2.43413403e-26  
d  -2.08997173   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4.53023559e-14   2.43413403e-26  
d  -2.0879661   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.83660213e-13   2.43413403e-26  
d  -2.08308703   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.56633687e-11   2.43413403e-26  
d  -2.0830715   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.60367229e-11   2.43413403e-26  
d  -2.07820795   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.49840611e-09   2.43413403e-26  
d  -2.07692014   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   8.49129576e-09   2.43413403e-26  
d  -2.07617127   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.73528829e-08   2.43413403e-26  
d  -2.07482068   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   6.33939779e-08   2.43413403e-26  
d  -2.07239609   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   6.64585712e-07   2.43413403e-26  
d  -2.06927103   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.45075905e-05   2.43413403e-26  
d  -2.06917548   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.59600251e-05   2.43413403e-26  
d  -2.06758387   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   7.91280241e-05   2.43413403e-26  
d  -2.06585021   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.000465618413   2.43413403e-26  
d  -2.06264353   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.0136998032   2.43413403e-26  
d  -2.0623708   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.018411975   2.43413403e-26  
d  -2.06082668   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.101317258   2.43413403e-26  
d  -2.0592321   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.633830006   2.43413403e-26  
d  -2.05759131   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4.70199122   2.43413403e-26  
d  -2.05606545   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   35.3864408   2.43413403e-26  
d  -2.05547056   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   77.1012663   2.43413403e-26  
d  -2.05451286   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   207.375181   2.43413403e-26  
d  -2.05309456   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   566.550646   2.43413403e-26  
d  -2.05211754   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1022.17212   2.43413403e-26  
d  -2.05000465   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2798.93535   2.43413403e-26  
d  -2.04939764   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3569.57817   2.43413403e-26  
d  -2.04936645   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3612.23706   2.43413403e-26  
d  -2.04857033   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4851.15406   2.43413403e-26  
d  -2.04833804   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   5262.77929   2.43413403e-26  
d  -2.04703865   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   8066.07933   2.43413403e-26  
