v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 02:26:15 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 0 (V) 
# Electrode #1 = 0.5 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  
o 3 DOS(1/eV cm)  (electrons)  y=-0.03 
o 4 DOS(1/eV cm)  (electrons)  y=0.01 
o 5 DOS(1/eV cm)  (electrons)  y=0.014 
o 6 DOS(1/eV cm)  (electrons)  y=0.018 
o 7 DOS(1/eV cm)  (electrons)  y=0.06 
o 8 J(A/eV)  (electrons)  y=0.06 
p 8 3000  3001  3002  3003  3004  3005  3006  3007 
d  -0.631413741   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.630807232   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.630200724   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.629789179   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.629634912   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.629480645   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.629326378   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.628081819   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.627933192   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.626019038   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.624452643   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.623956256   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.621893475   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.620972094   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.619830694   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.617782943   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.617491546   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.61678688   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.615790818   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.614794755   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.614010997   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.613254278   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.610819701   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.31336878e-15   2.43413403e-26  
d  -0.610530448   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.72366725e-15   2.43413403e-26  
d  -0.608385124   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.10246686e-14   2.43413403e-26  
d  -0.607910336   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.08515269e-14   2.43413403e-26  
d  -0.607586659   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4.00732561e-14   2.43413403e-26  
d  -0.607049899   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   6.1840196e-14   2.43413403e-26  
d  -0.606613941   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   8.79765329e-14   2.43413403e-26  
d  -0.605641222   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.93271134e-13   2.43413403e-26  
d  -0.604668504   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4.24879557e-13   2.43413403e-26  
d  -0.603695786   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   9.34705313e-13   2.43413403e-26  
d  -0.603569351   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.03563057e-12   2.43413403e-26  
d  -0.601615546   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   5.05873465e-12   2.43413403e-26  
d  -0.600088802   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.75102003e-11   2.43413403e-26  
d  -0.59938604   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.10322663e-11   2.43413403e-26  
d  -0.597156534   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.9125162e-10   2.43413403e-26  
d  -0.596660994   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.86709584e-10   2.43413403e-26  
d  -0.596608253   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.99338993e-10   2.43413403e-26  
d  -0.59635429   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.68407876e-10   2.43413403e-26  
d  -0.594714994   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.40951949e-09   2.43413403e-26  
d  -0.593127704   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   5.1833094e-09   2.43413403e-26  
d  -0.59263547   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   7.76706488e-09   2.43413403e-26  
d  -0.591150631   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.63593624e-08   2.43413403e-26  
d  -0.590120634   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   6.16338274e-08   2.43413403e-26  
d  -0.589647156   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   9.11198162e-08   2.43413403e-26  
d  -0.58906172   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.4782755e-07   2.43413403e-26  
d  -0.587836571   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4.07632458e-07   2.43413403e-26  
d  -0.586314188   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.44261484e-06   2.43413403e-26  
d  -0.586166607   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.6309936e-06   2.43413403e-26  
d  -0.585758182   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.29114481e-06   2.43413403e-26  
d  -0.583814943   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.15931491e-05   2.43413403e-26  
d  -0.583656199   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.32394048e-05   2.43413403e-26  
d  -0.582686058   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.98398518e-05   2.43413403e-26  
d  -0.582497912   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3.49418403e-05   2.43413403e-26  
d  -0.581258227   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   9.90599342e-05   2.43413403e-26  
d  -0.579777118   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.00034572616   2.43413403e-26  
d  -0.579205509   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.000560923872   2.43413403e-26  
d  -0.578804688   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.000787983243   2.43413403e-26  
d  -0.57821854   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.00129642472   2.43413403e-26  
d  -0.576330867   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.00649057668   2.43413403e-26  
d  -0.575724961   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.0109126969   2.43413403e-26  
d  -0.575630608   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.0118337477   2.43413403e-26  
d  -0.574693227   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.0265173732   2.43413403e-26  
d  -0.573471893   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.076278381   2.43413403e-26  
d  -0.572600625   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.162741614   2.43413403e-26  
d  -0.572244412   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.222075373   2.43413403e-26  
d  -0.57207302   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.257961133   2.43413403e-26  
d  -0.570651535   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   0.898886132   2.43413403e-26  
d  -0.57004013   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1.54324938   2.43413403e-26  
d  -0.569320192   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   2.92513329   2.43413403e-26  
d  -0.568763863   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   4.80600908   2.43413403e-26  
d  -0.568407714   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   6.61207827   2.43413403e-26  
d  -0.567014552   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   23.2535861   2.43413403e-26  
d  -0.566310791   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   44.1751546   2.43413403e-26  
d  -0.565476224   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   95.1558908   2.43413403e-26  
d  -0.565283314   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   113.74483   2.43413403e-26  
d  -0.564628209   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   209.176991   2.43413403e-26  
d  -0.564195095   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   313.847686   2.43413403e-26  
d  -0.563078365   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   904.371651   2.43413403e-26  
d  -0.562443062   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   1666.11395   2.43413403e-26  
d  -0.561802765   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3107.78693   2.43413403e-26  
d  -0.561566711   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   3919.14746   2.43413403e-26  
d  -0.561013777   1e-14   3.37131042e-15   9.64445628e-15   1e-14   9.56068112e-15   6781.53922   2.43413403e-26  
d  -0.560260482   1e-14   3.37131042e-15   9.64445628e-15   1e-14   1.39558531e-14   14496.2622   2.43413403e-26  
d  -0.559649643   1e-14   3.37131042e-15   9.64445628e-15   1e-14   2.91935649e-14   27180.2884   2.43413403e-26  
