v DBInternal
# silvaco.file ASCII version=1.14.4 format=1 contents=SDB,Tables=1

Copyright "###################################################################"
Copyright "#               Copyright Silvaco International (c)               #"
Copyright "#                            1992-2008                            #"
Copyright "#                                                                 #"
Copyright "# This file format and the following Key are copyright Silvaco    #"
Copyright "# International. You may not use, this format or key without      #"
Copyright "# reproducing this message in full and obtaining                  #"
Copyright "# express written permission from Silvaco International.          #"
Copyright "#                                                                 #"
Copyright "# To obtain such permission please contact: Silvaco International #"
Copyright "#                                           support@silvaco.com   #"
Copyright "#                                                                 #"
Copyright "# KEY=SVC86hn7562asdx                       PROD=345              #"
Copyright "###################################################################"
#libSDB 1.12.9 (Fri Feb 25 17:50:17 PST 2011)
j 1 1
k 0
p 5 10000 10001 10002 10003 10004
d 1 100 -1 10000 1
d 2 110 -1 5377.1499999999996 0.537715
d 3 120 -1 4159.9399999999996 0.415994
d 4 130 -1 3594.9400000000001 0.359494
d 5 140 -1 3089.6100000000001 0.308961
d 6 150 -1 2763.48 0.276348
d 7 160 -1 2517.6599999999999 0.251766
d 8 100 -0.80000000000000004 10000 1
d 9 110 -0.80000000000000004 4832.6300000000001 0.483263
d 10 120 -0.80000000000000004 4083.3499999999999 0.408335
d 11 130 -0.80000000000000004 3663.3400000000001 0.366334
d 12 140 -0.80000000000000004 3323.1100000000001 0.332311
d 13 150 -0.80000000000000004 3131.8000000000002 0.31318
d 14 160 -0.80000000000000004 2879.3499999999999 0.287935
d 15 100 -0.59999999999999998 5806.9499999999998 0.580695
d 16 110 -0.59999999999999998 4583.0900000000001 0.458309
d 17 120 -0.59999999999999998 4126.4399999999996 0.412644
d 18 130 -0.59999999999999998 3795.0999999999999 0.37951
d 19 140 -0.59999999999999998 3563.8099999999999 0.356381
d 20 150 -0.59999999999999998 3347.2199999999998 0.334722
d 21 160 -0.59999999999999998 3256.5999999999999 0.32566
d 22 100 -0.39999999999999991 5292.1099999999997 0.529211
d 23 110 -0.39999999999999991 4586.1999999999998 0.45862
d 24 120 -0.39999999999999991 4197.25 0.419725
d 25 130 -0.39999999999999991 3943.4299999999998 0.394343
d 26 140 -0.39999999999999991 3727.5700000000002 0.372757
d 27 150 -0.39999999999999991 3601.54 0.360154
d 28 160 -0.39999999999999991 3474.3099999999999 0.347431
d 29 100 -0.19999999999999996 5197.2299999999996 0.519723
d 30 110 -0.19999999999999996 4579.3500000000004 0.457935
d 31 120 -0.19999999999999996 4296.6999999999998 0.42967
d 32 130 -0.19999999999999996 4054.25 0.405425
d 33 140 -0.19999999999999996 3874.98 0.387498
d 34 150 -0.19999999999999996 3859.46 0.385946
d 35 160 -0.19999999999999996 3612.5300000000002 0.361253
d 36 100 0 5128.7700000000004 0.512877
d 37 110 0 4588.7200000000003 0.458872
d 38 120 0 4284.9499999999998 0.428495
d 39 130 0 4101.5500000000002 0.410155
d 40 140 0 3940.6500000000001 0.394065
d 41 150 0 3862 0.3862
d 42 160 0 3689.7800000000002 0.368978
d 43 100 0.20000000000000018 5197.2299999999996 0.519723
d 44 110 0.20000000000000018 4579.3500000000004 0.457935
d 45 120 0.20000000000000018 4296.6999999999998 0.42967
d 46 130 0.20000000000000018 4054.25 0.405425
d 47 140 0.20000000000000018 3874.98 0.387498
d 48 150 0.20000000000000018 3859.46 0.385946
d 49 160 0.20000000000000018 3612.5300000000002 0.361253
d 50 100 0.40000000000000013 5292.1099999999997 0.529211
d 51 110 0.40000000000000013 4586.1999999999998 0.45862
d 52 120 0.40000000000000013 4197.25 0.419725
d 53 130 0.40000000000000013 3943.4299999999998 0.394343
d 54 140 0.40000000000000013 3727.5700000000002 0.372757
d 55 150 0.40000000000000013 3601.54 0.360154
d 56 160 0.40000000000000013 3474.3099999999999 0.347431
d 57 100 0.60000000000000009 5806.9499999999998 0.580695
d 58 110 0.60000000000000009 4583.0900000000001 0.458309
d 59 120 0.60000000000000009 4126.4399999999996 0.412644
d 60 130 0.60000000000000009 3795.0999999999999 0.37951
d 61 140 0.60000000000000009 3563.8099999999999 0.356381
d 62 150 0.60000000000000009 3347.2199999999998 0.334722
d 63 160 0.60000000000000009 3256.5999999999999 0.32566
d 64 100 0.8 10000 1
d 65 110 0.8 4832.6300000000001 0.483263
d 66 120 0.8 4083.3499999999999 0.408335
d 67 130 0.8 3663.3400000000001 0.366334
d 68 140 0.8 3323.1100000000001 0.332311
d 69 150 0.8 3131.8000000000002 0.31318
d 70 160 0.8 2879.3499999999999 0.287935
d 71 100 1 10000 1
d 72 110 1 5377.1499999999996 0.537715
d 73 120 1 4159.9399999999996 0.415994
d 74 130 1 3594.9400000000001 0.359494
d 75 140 1 3089.6100000000001 0.308961
d 76 150 1 2763.48 0.276348
d 77 160 1 2517.6599999999999 0.251766
Q 10000 1 ex_id
Q 10001 1 dose
Q 10002 1 defocus
Q 10003 1 cd_in_A
Q 10004 1 CD
EOF 1470329372
