v ATLAS
# This file was created by ATLAS version 5.26.1.R on Thu Apr 19 09:53:33 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 2 309 310
d 0.35 5.49916
d 0.36 5.47766
d 0.37 5.45461
d 0.38 5.42988
d 0.39 5.40333
d 0.4 5.37481
d 0.41 5.34419
d 0.42 5.31131
d 0.43 5.27604
d 0.44 5.23827
d 0.45 5.19791
d 0.46 5.1549
d 0.47 5.10924
d 0.48 5.06102
d 0.49 5.01038
d 0.5 4.95758
d 0.51 4.90295
d 0.52 4.84693
d 0.53 4.79003
d 0.54 4.73281
d 0.55 4.67585
d 0.56 4.61972
d 0.57 4.56492
d 0.58 4.51192
d 0.59 4.46104
d 0.6 4.41257
d 0.61 4.36665
d 0.62 4.32336
d 0.63 4.28273
d 0.64 4.2447
d 0.65 4.20918
d 0.66 4.17607
d 0.67 4.14522
d 0.68 4.11649
d 0.69 4.08975
d 0.7 4.06484
d 0.71 4.04162
d 0.72 4.01997
d 0.73 3.99976
d 0.74 3.98088
d 0.75 3.96321
d 0.76 3.94666
d 0.77 3.93113
d 0.78 3.91656
d 0.79 3.90285
d 0.8 3.88995
d 0.81 3.87779
d 0.82 3.86631
d 0.83 3.85546
d 0.84 3.8452
d 0.85 3.83548
d 0.86 3.82626
d 0.87 3.81751
d 0.88 3.80919
d 0.89 3.80128
d 0.9 3.79374
d 0.91 3.78656
d 0.92 3.7797
d 0.93 3.77316
d 0.94 3.7669
d 0.95 3.76091
d 0.96 3.75518
d 0.97 3.74968
d 0.98 3.74441
d 0.99 3.73935
d 1 3.73449
