v ATLAS
# This file was created by ATLAS version 5.26.1.R on Thu Apr 19 09:53:33 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 2 309 310
d 2.47968 3.07
d 2.2526 2.62
d 2.06363 2.27
d 1.9039 1.99
d 1.76713 1.77
d 1.64869 1.59
d 1.54513 1.44
d 1.45381 1.33
d 1.37268 1.26
d 1.30013 1.23
d 1.23486 1.21
d 1.17583 1.21
d 1.12219 1.2
d 1.07323 1.21
d 1.02836 1.26
d 0.987096 1.37
d 0.949013 1.47
d 0.91376 1.86
d 0.881032 2.24
d 0.850568 2.58
d 0.82214 2.74
d 0.795551 2.8
d 0.770627 2.63
d 0.747218 2.41
d 0.725189 2.14
d 0.704422 1.91
d 0.684811 1.74
d 0.666263 1.6
d 0.648693 1.49
d 0.632025 1.39
d 0.616193 1.3
d 0.601135 1.22
d 0.586795 1.15
d 0.573123 1.08
d 0.560073 1.02
d 0.547605 0.963
d 0.53568 0.912
d 0.524263 0.867
d 0.513323 0.826
d 0.50283 0.789
d 0.492757 0.755
d 0.48308 0.72375
d 0.473776 0.695
d 0.464823 0.668625
d 0.456202 0.644
d 0.447896 0.620313
d 0.439886 0.598
d 0.432158 0.577313
d 0.424697 0.558
d 0.417489 0.540063
d 0.410521 0.523
d 0.403782 0.506188
d 0.397261 0.49
d 0.390948 0.474688
d 0.384831 0.46
d 0.378904 0.445688
d 0.373156 0.432
d 0.36758 0.419125
d 0.362168 0.407
d 0.356913 0.39575
d 0.351808 0.385
d 0.346848 0.374375
d 0.342025 0.364
d 0.337334 0.353813
d 0.332771 0.344
d 0.328329 0.33475
d 0.324005 0.326
d 0.319792 0.317875
d 0.315688 0.31
d 0.311688 0.301875
d 0.307788 0.294
d 0.303984 0.286813
d 0.300274 0.28
d 0.296653 0.273375
d 0.293118 0.267
d 0.289666 0.260875
d 0.286295 0.255
d 0.283001 0.249438
d 0.279782 0.244
d 0.276635 0.238438
d 0.273559 0.233
d 0.27055 0.227938
d 0.267607 0.223
d 0.264727 0.217875
d 0.261908 0.213
d 0.259149 0.208875
d 0.256447 0.205
d 0.253801 0.200938
d 0.251209 0.197
d 0.24867 0.193438
d 0.246181 0.19
d 0.243742 0.1865
d 0.24135 0.183
d 0.239005 0.179563
d 0.236705 0.176
d 0.234449 0.171938
d 0.232236 0.168
d 0.230064 0.164938
d 0.227932 0.162
d 0.225839 0.1585
d 0.223785 0.155
d 0.221767 0.151875
d 0.219786 0.149
d 0.217839 0.146438
d 0.215927 0.144
d 0.214048 0.1415
d 0.212202 0.139
d 0.210387 0.136438
d 0.208603 0.134
d 0.206849 0.131813
d 0.205124 0.13
d 0.203427 0.127982
d 0.201759 0.125816
d 0.200117 0.123559
d 0.198502 0.121268
d 0.196913 0.119
d 0.19535 0.116812
d 0.19381 0.114761
d 0.192295 0.112904
d 0.190804 0.111298
d 0.189335 0.11
d 0.187889 0.108835
d 0.186465 0.107628
d 0.185062 0.106203
d 0.18368 0.104385
