v ATLAS
# This file was created by ATLAS version 5.26.1.R on Thu Apr 19 09:53:33 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 2 309 310
d 2.0664 1.43709
d 1.76754 1.44124
d 1.54421 1.44403
d 1.37098 1.44604
d 1.23269 1.4476
d 1.11975 1.4489
d 1.02577 1.45
d 0.946338 1.451
d 0.878326 1.452
d 0.819434 1.4529
d 0.767944 1.4538
d 0.722542 1.4547
d 0.682209 1.4556
d 0.64614 1.4565
d 0.613694 1.4574
d 0.584351 1.4584
d 0.557686 1.4594
d 0.533348 1.4604
d 0.511045 1.4614
d 0.490533 1.4626
d 0.471604 1.4637
d 0.454082 1.4649
d 0.437815 1.4661
d 0.422673 1.4674
d 0.408543 1.4687
d 0.395328 1.4701
d 0.382941 1.4716
d 0.371306 1.473
d 0.360358 1.4746
d 0.350037 1.4762
d 0.34029 1.4779
d 0.331072 1.4796
d 0.32234 1.4814
d 0.314056 1.4832
d 0.306188 1.4851
d 0.298704 1.4871
d 0.291578 1.4892
d 0.284783 1.4913
d 0.278299 1.4935
d 0.272102 1.4958
d 0.266176 1.4982
d 0.260502 1.5006
d 0.255065 1.5032
d 0.249851 1.5058
d 0.244845 1.5086
d 0.240036 1.5114
d 0.235413 1.5143
d 0.230964 1.5174
d 0.22668 1.5205
d 0.222552 1.5238
d 0.218572 1.5272
d 0.214731 1.5307
d 0.211024 1.5344
d 0.207442 1.5382
d 0.203979 1.543
d 0.200631 1.54743
d 0.19739 1.55178
d 0.194253 1.55644
d 0.191214 1.56156
d 0.188268 1.567
d 0.185412 1.5727
d 0.182641 1.57879
d 0.179952 1.58539
d 0.17734 1.59249
d 0.174804 1.6
d 0.172339 1.60785
d 0.169942 1.616
d 0.167612 1.62425
d 0.165344 1.633
d 0.163137 1.6425
