v ATLAS
# This file was created by ATLAS version 5.26.1.R on Mon Apr 16 16:48:41 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
y 3 700 711 15
z 0 1e+41 300
f 4 "gate" "source" "drain" "substrate" 
p 16 61 2 601 20 3 602 21 4 603 22 5 604 23 502 503 505 
d 1.00000000000000e-12 0.000000000e+00 0.000000000e+00 -2.236617024e-06 0.000000000e+00 0.000000000e+00 -2.451038968e-06 5.000000000e+00 5.000000000e+00 1.152255280e-05 0.000000000e+00 0.000000000e+00 -6.834906027e-06  2.196810118e-16 2.196810118e-16 1.371130235e+15 
d 2.00000000000000e-12 0.000000000e+00 0.000000000e+00 -8.826401863e-06 0.000000000e+00 0.000000000e+00 -1.043989578e-05 5.000000000e+00 5.000000000e+00 5.102083387e-05 0.000000000e+00 0.000000000e+00 -3.175455566e-05  7.667620724e-16 9.864430842e-16 4.785714761e+15 
d 3.00000000000000e-12 0.000000000e+00 0.000000000e+00 -1.964964173e-05 0.000000000e+00 0.000000000e+00 -2.520401528e-05 5.000000000e+00 5.000000000e+00 1.332469739e-04 0.000000000e+00 0.000000000e+00 -8.839333552e-05  1.623235320e-15 2.609678404e-15 1.013135823e+16 
d 4.00000000000000e-12 0.000000000e+00 0.000000000e+00 -2.825786056e-05 0.000000000e+00 0.000000000e+00 -3.930336729e-05 5.000000000e+00 5.000000000e+00 2.335822939e-04 0.000000000e+00 0.000000000e+00 -1.660210660e-04  2.084275408e-15 4.693953813e-15 1.300892147e+16 
d 5.00000000000000e-12 0.000000000e+00 0.000000000e+00 -2.905506425e-05 0.000000000e+00 0.000000000e+00 -4.419306957e-05 5.000000000e+00 5.000000000e+00 2.992307995e-04 0.000000000e+00 0.000000000e+00 -2.259826720e-04  1.623235320e-15 6.317189133e-15 1.013135823e+16 
d 6.00000000000000e-12 0.000000000e+00 0.000000000e+00 -2.339269419e-05 0.000000000e+00 0.000000000e+00 -3.965109686e-05 5.000000000e+00 5.000000000e+00 3.095586597e-04 0.000000000e+00 0.000000000e+00 -2.465148358e-04  7.667620724e-16 7.083951205e-15 4.785714761e+15 
d 7.00000000000000e-12 0.000000000e+00 0.000000000e+00 -1.596227515e-05 0.000000000e+00 0.000000000e+00 -3.065632298e-05 5.000000000e+00 5.000000000e+00 2.861865677e-04 0.000000000e+00 0.000000000e+00 -2.395679642e-04  2.196810118e-16 7.303632217e-15 1.371130235e+15 
d 8.00000000000000e-12 0.000000000e+00 0.000000000e+00 -9.857348150e-06 0.000000000e+00 0.000000000e+00 -2.135904727e-05 5.000000000e+00 5.000000000e+00 2.542553504e-04 0.000000000e+00 0.000000000e+00 -2.230389540e-04  3.817483572e-17 7.341807053e-15 2.382667080e+14 
d 9.00000000000000e-12 0.000000000e+00 0.000000000e+00 -5.644940549e-06 0.000000000e+00 0.000000000e+00 -1.330171145e-05 5.000000000e+00 5.000000000e+00 2.243246179e-04 0.000000000e+00 0.000000000e+00 -2.053779443e-04  4.023598083e-18 7.345830651e-15 2.511312626e+13 
d 1.00000000000000e-11 0.000000000e+00 0.000000000e+00 -2.797369490e-06 0.000000000e+00 0.000000000e+00 -6.679119857e-06 5.000000000e+00 5.000000000e+00 1.982984614e-04 0.000000000e+00 0.000000000e+00 -1.888219526e-04  2.572200198e-19 7.346087871e-15 1.605428450e+12 
d 1.10000000000000e-11 0.000000000e+00 0.000000000e+00 -7.518394471e-07 0.000000000e+00 0.000000000e+00 -1.373742645e-06 5.000000000e+00 5.000000000e+00 1.758469306e-04 0.000000000e+00 0.000000000e+00 -1.737213129e-04  9.973502506e-21 7.346097844e-15 6.224921638e+10 
d 1.20000000000000e-11 0.000000000e+00 0.000000000e+00 8.327738358e-07 0.000000000e+00 0.000000000e+00 2.767759705e-06 5.000000000e+00 5.000000000e+00 1.564257136e-04 0.000000000e+00 0.000000000e+00 -1.600262269e-04  2.345542972e-22 7.346098079e-15 1.463961251e+09 
d 1.30000000000000e-11 0.000000000e+00 0.000000000e+00 2.120888576e-06 0.000000000e+00 0.000000000e+00 5.913280749e-06 5.000000000e+00 5.000000000e+00 1.395885439e-04 0.000000000e+00 0.000000000e+00 -1.476226373e-04  3.345737360e-24 7.346098082e-15 2.088228571e+07 
d 1.40000000000000e-11 0.000000000e+00 0.000000000e+00 3.179143381e-06 0.000000000e+00 0.000000000e+00 8.233681743e-06 5.000000000e+00 5.000000000e+00 1.249812781e-04 0.000000000e+00 0.000000000e+00 -1.363934102e-04  2.894629987e-26 7.346098082e-15 1.806671711e+05 
d 1.50000000000000e-11 0.000000000e+00 0.000000000e+00 4.030918389e-06 0.000000000e+00 0.000000000e+00 9.891275439e-06 5.000000000e+00 5.000000000e+00 1.123060729e-04 0.000000000e+00 0.000000000e+00 -1.262282049e-04  1.518962411e-28 7.346098082e-15 9.480543046e+02 
d 1.60000000000000e-11 0.000000000e+00 0.000000000e+00 4.688545221e-06 0.000000000e+00 0.000000000e+00 1.102818154e-05 5.000000000e+00 5.000000000e+00 1.013075907e-04 0.000000000e+00 0.000000000e+00 -1.170239209e-04  4.834524394e-31 7.346098082e-15 3.017449035e+00 
d 1.70000000000000e-11 0.000000000e+00 0.000000000e+00 5.163162945e-06 0.000000000e+00 0.000000000e+00 1.176589825e-05 5.000000000e+00 5.000000000e+00 9.175730853e-05 0.000000000e+00 0.000000000e+00 -1.086863660e-04  9.332827613e-34 7.346098082e-15 5.825046970e-03 
d 1.80000000000000e-11 0.000000000e+00 0.000000000e+00 5.469926280e-06 0.000000000e+00 0.000000000e+00 1.220336009e-05 5.000000000e+00 5.000000000e+00 8.345708225e-05 0.000000000e+00 0.000000000e+00 -1.011303723e-04  1.092761766e-36 7.346098082e-15 6.820428787e-06 
